item_id,order_id,product_id,quantity,unit_price
133,63,142,4,111.27
134,63,145,-4,28.19
135,63,156,5,281.2
136,65,35,4,380.58
137,65,118,2,48.91
138,65,40,5,197.63
139,66,180,2,410.35
140,66,182,3,62.47
141,66,74,3,54.42
142,67,193,5,57.44
143,67,97,3,1219.44
144,67,120,1,75.39
145,67,92,2,169.78
146,68,132,2,614.01
147,69,136,5,226.61
148,70,182,5,64.18
149,70,39,1,20.04
150,70,197,1,57.47
151,71,83,5,339.0
152,71,79,5,496.83
153,72,146,5,19.82
154,72,173,5,224.83
155,72,162,3,146.3
156,72,152,4,93.22
157,73,110,3,357.83
158,73,111,3,30.3
159,73,81,4,33.3
160,74,34,-4,72.58
161,74,51,5,85.01
162,74,106,3,204.39
163,75,154,5,41.82
164,76,26,-5,312.36
165,77,114,5,106.34
166,77,30,3,60.45
167,78,73,3,89.18
168,79,136,4,226.72
169,80,72,5,41.12
170,80,152,4,82.09
171,80,8,3,376.76
172,81,2,2,30.03
173,81,69,2,130.27
174,82,111,5,30.39
175,82,8,3,376.55
176,82,87,1,72.7
177,83,30,3,55.51
178,83,99,-5,265.8
179,84,27,4,12.62
180,84,176,2,283.28
181,84,179,2,81.88
182,85,188,1,276.92
183,86,149,5,791.66
184,86,73,3,89.3
185,86,183,4,301.66
186,87,198,-2,52.99
187,87,138,3,69.7
188,87,186,1,1122.28
189,88,137,1,1013.25
190,88,55,3,121.78
191,88,88,3,317.54
192,88,129,4,1184.32
193,89,175,2,6.74
194,89,82,3,1339.34
195,90,58,2,119.72
196,90,163,2,21.71
197,90,184,3,7.37
198,91,11,5,329.61
199,91,36,2,323.26
200,91,108,3,99.18
201,92,156,-5,298.63
202,93,18,5,179.32
203,93,176,3,271.34
204,93,125,3,327.77
205,94,123,4,602.53
206,95,134,3,56.69
207,95,93,1,145.3
208,95,43,5,423.05
209,96,124,2,90.91
210,96,4,2,36.54
211,97,95,2,428.87
212,97,107,5,72.9
213,98,53,4,74.71
214,99,72,2,46.67
215,99,135,4,51.74
216,99,59,5,1073.58
217,99,65,3,14.95
218,100,3,2,1215.37
219,100,107,1,67.83
220,100,20,5,535.17
221,101,145,-3,29.27
222,101,131,1,696.06
223,102,186,1,1119.84
224,102,150,1,15.0
225,102,87,1,75.73
226,102,178,2,429.91
227,103,105,5,142.88
228,103,144,3,55.3
229,103,196,1,86.14
230,104,24,5,90.62
231,104,54,4,433.7
232,104,21,4,75.6
233,104,68,-1,132.02
234,106,119,2,128.12
235,108,187,2,369.42
236,108,118,2,49.79
237,108,170,5,226.69
238,108,94,3,152.56
239,109,162,3,163.16
240,109,126,3,54.44
241,109,29,5,47.24
242,109,83,3,318.32
243,110,144,2,54.04
244,110,17,5,159.97
245,110,147,4,944.78
246,110,119,3,142.68
247,111,1,5,86.52
248,112,9,2,1239.77
249,112,67,2,25.63
250,112,150,3,14.86
251,112,11,3,313.89
252,114,22,3,18.6
253,115,74,2,59.1
254,115,76,5,16.48
255,115,144,2,54.1
256,116,190,4,106.19
257,117,98,3,141.86
258,118,26,1,288.07
259,119,159,3,66.68
260,119,101,2,118.15
261,119,74,1,54.43
262,119,39,1,21.46
263,120,102,4,36.48
264,120,166,-3,348.3
265,120,14,2,168.96
266,121,8,4,350.35
267,121,10,1,97.83
268,121,82,1,1331.62
269,122,167,1,1005.82
270,122,104,2,804.77
271,122,198,2,59.98
272,123,193,4,57.37
273,124,156,4,282.48
274,125,29,5,49.55
275,125,126,1,60.89
276,125,118,5,51.52
277,125,157,1,182.6
278,126,138,3,64.11
279,126,55,5,122.88
280,126,30,4,55.19
281,126,154,3,41.76
282,127,170,2,208.04
283,127,15,2,381.63
284,127,28,2,198.1
285,127,161,1,36.34
286,128,4,-5,36.13
287,128,50,1,142.19
288,128,83,-1,345.64
289,128,102,-2,38.33
290,129,123,2,601.73
291,129,72,5,43.82
292,130,97,3,1181.94
293,130,170,-5,222.93
294,130,26,1,283.4
295,130,58,5,132.99
296,131,62,2,17.22
297,131,104,4,846.04
298,131,58,5,138.06
299,131,102,1,36.59
300,132,117,-5,186.92
301,132,173,3,250.58
302,132,1,3,85.27
303,133,165,1,77.18
304,133,175,4,7.16
305,133,57,2,107.4
306,133,104,4,810.88
307,134,34,4,67.35
308,134,58,1,119.33
309,134,47,5,15.55
310,134,190,5,109.33
311,135,168,2,69.43
312,136,15,5,398.59
313,136,132,1,662.7
314,137,24,1,95.54
315,137,21,5,70.04
316,137,106,4,201.57
317,137,10,1,97.25
318,138,126,1,62.11
319,138,17,3,160.25
320,138,119,3,143.23
321,139,136,3,212.7
322,139,160,5,293.39
323,139,116,4,1250.66
324,139,31,1,132.54
325,140,30,4,54.73
326,140,117,5,177.17
327,140,110,2,358.82
328,141,121,4,59.29
329,141,96,4,64.43
330,141,149,5,883.86
331,142,117,3,185.85
332,143,144,2,60.05
333,143,194,3,6.06
334,143,91,4,67.38
335,143,65,1,16.84
336,144,102,1,38.98
337,144,113,-5,285.36
338,144,49,3,140.23
339,145,61,2,109.93
340,146,82,5,1468.19
341,146,179,4,79.97
342,147,157,3,173.44
343,147,111,3,28.59
344,147,102,5,38.48
345,148,64,3,1250.3
346,149,82,1,1330.95
347,149,63,4,34.84
348,150,81,2,35.68
349,150,5,-4,415.63
350,151,176,4,287.14
351,151,52,3,148.85
352,152,104,2,735.82
353,152,141,2,1017.78
354,152,21,1,67.03
355,153,152,-1,81.81
356,153,164,1,49.92
357,153,186,5,1244.88
358,154,174,4,55.76
359,155,40,4,210.16
360,156,99,5,271.01
361,157,49,4,132.78
362,157,136,1,214.98
363,158,161,1,32.45
364,158,81,2,34.8
365,158,148,4,100.61
366,159,95,5,412.06
367,160,145,5,29.27
368,160,94,3,137.79
369,160,25,1,26.39
370,161,186,1,1120.68
371,161,15,-5,371.96
372,162,135,4,48.87
373,162,41,1,283.02
374,162,111,4,28.05
375,162,126,1,61.63
376,163,86,2,222.74
377,164,6,2,818.41
378,164,152,4,87.17
379,165,18,5,164.09
380,165,176,3,296.74
381,166,3,1,1346.59
382,166,184,2,7.07
383,166,128,5,203.59
384,166,142,5,104.67
385,167,153,1,373.18
386,167,194,4,6.79
387,168,149,2,844.23
388,169,169,5,413.6
389,170,55,1,112.64
390,171,109,3,120.17
391,171,65,1,16.74
392,172,185,3,86.31
393,173,71,2,490.51
394,173,158,1,1152.26
395,173,30,1,54.03
396,174,132,3,620.21
397,175,172,1,88.06
398,176,77,4,514.16
399,176,107,5,69.45
400,176,109,2,114.4
401,177,176,1,262.95
402,177,181,3,34.26
403,177,102,4,33.87
404,178,179,2,73.76
405,178,4,3,35.52
406,178,5,5,455.66
407,179,157,4,194.89
408,179,85,4,444.73
409,180,98,3,149.46
410,180,3,5,1324.94
411,180,193,1,56.39
412,181,149,1,863.1
413,182,64,2,1209.82
414,182,148,2,100.93
415,182,195,3,395.2
416,183,1,2,85.87
417,183,98,5,145.68
418,183,170,5,214.97
419,184,7,2,97.7
420,185,50,4,131.94
421,186,148,1,104.76
422,186,145,1,30.65
423,186,193,3,57.03
424,186,184,3,7.38
425,187,150,-3,16.16
426,188,128,4,190.69
427,189,82,-5,1480.6
428,190,97,2,1167.15
429,191,99,1,264.39
430,191,63,5,35.09
431,191,144,2,61.87
432,192,71,2,483.59
433,192,99,5,258.76
434,193,48,4,244.97
435,193,131,3,685.33
436,193,125,2,312.81
437,194,70,1,170.7
438,194,142,3,101.97
439,194,54,2,458.02
440,195,184,2,7.41
441,195,145,2,32.1
442,195,100,4,141.73
443,195,116,4,1343.35
444,196,73,5,79.9
445,196,121,5,62.06
446,196,29,4,46.81
447,197,153,4,367.59
448,197,137,3,972.03
449,197,94,4,139.27
450,198,14,2,152.97
451,198,42,3,129.28
452,198,162,4,157.94
453,198,32,4,930.52
454,199,48,2,224.54
455,199,156,5,297.64
456,199,59,1,939.08
457,199,143,2,229.94
458,200,191,5,261.31
459,200,10,4,93.91
460,200,22,2,17.92
461,201,164,3,49.83
462,201,181,4,37.19
463,201,145,2,30.22
464,201,19,2,255.16
465,202,166,3,339.17
466,202,200,4,181.75
467,203,139,3,1387.0
468,203,174,2,54.78
469,204,50,4,141.41
470,204,74,3,54.62
471,205,193,-1,63.43
472,206,137,1,968.42
473,206,143,4,248.41
474,207,36,-4,326.5
475,208,125,1,307.81
476,208,44,3,1077.25
477,209,79,1,451.65
478,209,29,3,45.13
479,209,32,1,832.32
480,210,72,4,45.75
481,210,175,1,7.19
482,210,178,3,434.0
483,211,11,2,314.51
484,211,91,5,65.45
485,211,123,4,559.24
486,212,36,4,342.03
487,213,151,1,121.34
488,213,117,1,181.7
489,213,4,1,38.64
490,213,106,1,207.26
491,214,87,-5,77.71
492,214,34,3,63.88
493,215,30,3,52.52
494,215,20,4,507.72
495,215,114,5,96.8
496,216,164,4,51.47
497,216,20,2,476.75
498,216,189,5,179.58
499,216,11,1,314.96
500,217,169,1,388.15
501,218,83,3,315.11
502,218,82,2,1407.88
503,218,123,2,577.13
504,219,184,4,6.77
505,220,41,5,269.56
506,220,15,1,422.71
507,220,12,4,12.25
508,220,29,1,48.79
509,221,48,1,248.73
510,221,157,1,197.07
511,221,164,4,48.58
512,221,112,-2,172.37
513,222,150,3,17.01
514,222,11,4,297.35
515,222,135,-1,47.97
516,222,173,1,234.9
517,223,160,1,293.53
518,223,185,2,78.88
519,225,90,2,116.22
520,225,28,4,199.53
521,225,40,2,201.05
522,225,147,-4,826.19
523,226,43,2,452.82
524,226,157,2,182.7
525,226,62,4,18.11
526,227,90,5,116.18
527,227,96,4,64.47
528,228,170,1,219.96
529,228,37,3,143.12
530,229,172,4,97.29
531,229,84,4,188.34
532,230,113,4,321.79
533,230,53,2,72.78
534,231,4,4,36.2
535,231,26,3,323.78
536,232,71,5,537.59
537,233,121,5,61.07
538,233,95,1,383.72
539,233,5,5,431.13
540,234,45,1,146.12
541,234,28,5,214.09
542,234,108,5,102.46
543,235,53,3,79.93
544,235,124,5,93.86
545,235,75,2,170.47
546,237,8,4,385.2
547,238,22,4,17.84
548,238,55,4,123.56
549,239,81,-4,31.48
550,239,92,3,190.32
551,239,2,5,27.12
552,239,91,5,71.65
553,240,109,1,118.01
554,240,40,3,199.88
555,241,162,4,157.41
556,241,90,2,118.86
557,241,127,3,80.36
558,241,12,1,13.32
559,242,82,4,1353.8
560,242,99,5,296.38
561,243,9,1,1202.3
562,244,102,4,39.13
563,245,28,2,211.23
564,245,117,5,186.88
565,246,140,5,89.12
566,246,111,-5,30.19
567,247,175,5,6.59
568,248,116,1,1290.35
569,249,92,-2,169.53
570,250,162,4,168.4
571,250,178,3,390.34
572,251,145,1,31.5
573,251,78,1,160.31
574,252,109,5,107.24
575,252,10,4,91.88
576,253,188,5,256.52
577,254,26,4,307.14
578,255,164,3,48.37
579,255,86,5,214.48
580,255,124,1,103.53
581,257,139,4,1369.94
582,258,96,5,70.03
583,258,174,3,52.64
584,258,119,5,128.4
585,259,158,4,1080.94
586,259,74,3,56.67
587,260,109,3,113.89
588,260,78,4,148.72
589,260,180,4,389.15
590,260,27,5,13.66
591,261,14,4,174.59
592,262,92,1,184.18
593,262,4,1,35.31
594,262,115,3,65.6
595,263,139,5,1205.43
596,263,194,5,5.88
597,263,150,3,15.93
598,264,128,4,187.93
599,265,139,4,1250.43
600,266,146,3,19.91
601,267,177,4,22.98
602,268,2,5,30.82
603,268,36,3,325.73
604,268,162,1,148.63
605,269,100,5,144.32
606,269,154,1,39.38
607,269,30,1,52.38
608,270,15,3,419.93
609,271,103,3,161.14
610,272,181,2,35.83
611,272,108,3,99.79
612,272,65,4,16.41
613,273,2,5,27.55
614,273,143,3,219.4
615,273,29,5,49.22
616,273,75,1,155.68
617,274,163,5,21.8
618,274,36,5,352.13
619,274,86,1,231.19
620,274,99,2,285.8
621,275,151,2,128.6
622,275,184,1,7.02
623,275,74,-3,57.57
624,275,115,1,61.62
625,276,70,5,170.17
626,276,13,1,53.77
627,276,1,5,90.48
628,277,78,1,161.37
629,278,39,3,18.59
630,278,153,3,387.93
631,278,152,2,86.8
632,279,23,4,189.27
633,279,78,4,151.85
634,280,26,3,279.18
635,281,46,4,73.15
636,282,69,1,128.03
637,283,148,5,117.53
638,284,149,2,801.08
639,284,18,4,181.13
640,284,47,3,17.18
641,284,197,4,56.13
642,286,74,5,61.3
643,286,185,3,88.04
644,287,110,1,385.62
645,287,181,4,35.13
646,287,58,5,135.77
647,287,66,5,101.46
648,288,120,3,78.33
649,288,134,1,59.3
650,289,110,4,382.71
651,289,186,-4,1184.11
652,290,172,4,94.22
653,290,6,5,765.61
654,291,11,1,293.22
655,291,41,4,266.05
656,291,134,2,58.21
657,291,128,2,184.98
658,293,160,4,276.97
659,293,122,-5,204.28
660,294,48,2,219.11
661,294,85,4,449.51
662,294,181,1,36.28
663,295,159,1,66.26
664,296,78,5,154.85
665,296,183,3,331.29
666,297,165,1,75.82
667,297,87,5,74.53
668,297,40,4,200.2
669,298,150,5,15.3
670,298,133,3,156.2
671,298,26,3,278.67
672,299,109,4,120.71
673,299,131,3,656.54
674,300,114,3,105.79
675,300,184,1,6.6
676,300,132,2,628.31
677,301,107,2,73.95
678,301,102,3,33.72
679,301,119,1,127.31
680,302,168,5,68.84
681,302,16,5,150.07
682,303,173,2,250.35
683,303,169,1,414.19
684,303,2,3,30.88
685,303,172,2,94.65
686,304,50,1,134.75
687,304,73,5,82.98
688,304,190,5,101.74
689,305,171,5,83.33
690,307,119,4,144.13
691,307,193,1,58.15
692,307,152,3,92.31
693,308,156,4,290.6
694,308,75,5,160.89
695,309,24,1,85.32
696,309,82,1,1392.68
697,310,14,1,162.51
698,310,11,5,299.66
699,310,83,4,307.67
700,310,77,4,500.58
701,311,166,5,349.1
702,311,127,1,80.46
703,311,106,2,195.41
704,313,20,4,519.6
705,313,28,4,208.61
706,313,55,1,115.11
707,314,151,3,119.28
708,315,60,3,404.56
709,315,44,3,948.15
710,315,52,1,151.76
711,316,137,1,931.96
712,316,194,4,6.8
713,317,64,4,1196.49
714,317,87,2,78.91
715,318,109,4,109.81
716,319,161,2,35.55
717,319,192,5,188.53
718,320,131,1,680.3
719,320,29,4,47.53
720,320,11,2,338.62
721,320,130,3,761.55
722,321,149,4,904.25
723,322,68,4,131.08
724,322,57,1,116.87
725,322,4,4,37.32
726,322,157,4,194.99
727,323,88,3,334.38
728,323,76,2,16.9
729,323,7,-3,92.86
730,323,30,1,56.12
731,325,28,3,216.29
732,325,9,5,1240.85
733,325,127,5,77.13
734,325,92,1,169.88
735,328,60,3,372.19
736,328,86,5,210.53
737,329,165,2,67.13
738,329,21,5,65.88
739,329,183,2,328.54
740,329,93,3,151.03
741,330,46,1,65.61
742,331,41,1,278.54
743,331,152,5,89.28
744,331,117,3,174.35
745,332,101,4,127.71
746,332,48,3,220.01
747,333,37,2,123.29
748,333,92,4,184.13
749,333,19,1,270.01
750,333,160,4,296.33
751,334,128,4,201.07
752,334,93,5,137.96
753,334,115,1,62.11
754,336,94,1,148.05
755,336,9,4,1189.08
756,336,164,1,54.63
757,336,43,2,438.0
758,337,33,1,481.52
759,337,37,2,133.62
760,337,109,5,114.43
761,338,44,4,1073.97
762,338,148,3,111.17
763,339,53,4,77.55
764,339,90,2,119.54
765,340,54,4,399.31
766,341,30,5,55.0
767,341,198,2,55.65
768,342,65,-4,16.45
769,343,100,2,138.6
770,344,66,5,93.61
771,344,73,4,83.28
772,345,90,5,111.5
773,345,70,5,158.75
774,346,71,1,546.9
775,347,96,5,63.93
776,347,196,1,78.85
777,348,39,2,19.94
778,348,147,4,913.04
779,348,19,4,282.18
780,348,188,5,252.52
781,349,157,2,177.07
782,349,50,1,137.97
783,350,141,1,1031.86
784,351,5,5,427.35
785,351,32,1,952.19
786,352,164,3,49.89
787,352,119,4,132.1
788,352,69,-3,128.45
789,353,67,1,28.4
790,353,15,2,383.1
791,354,52,4,168.02
792,354,127,1,82.3
793,354,96,2,69.07
794,354,87,4,69.79
795,355,136,4,237.89
796,355,146,1,18.25
797,355,83,2,323.32
798,356,155,5,126.82
799,356,35,2,326.88
800,358,197,-2,52.59
801,358,5,1,445.28
802,359,162,3,158.75
803,359,121,1,62.91
804,360,74,1,56.13
805,360,105,4,141.81
806,360,196,4,87.04
807,361,5,3,450.49
808,361,164,5,50.73
809,362,179,2,77.89
810,362,128,3,199.8
811,362,28,2,230.68
812,362,94,3,137.1
813,363,20,2,537.31
814,363,15,5,383.24
815,363,105,5,147.91
816,363,165,2,71.28
817,364,174,1,47.88
818,364,131,3,669.55
819,364,149,4,820.68
820,364,88,5,314.79
821,365,54,4,449.82
822,366,125,3,298.51
823,366,200,1,178.24
824,367,54,1,449.1
825,367,70,1,169.9
826,368,6,1,817.23
827,368,64,4,1119.09
828,369,186,5,1220.25
829,369,188,4,265.61
830,369,122,3,197.32
831,370,195,1,395.89
832,370,172,4,87.25
833,370,171,1,84.66
834,371,43,4,426.04
835,372,165,3,66.76
836,372,5,-1,432.91
837,372,107,2,64.47
838,373,185,5,90.09
839,373,81,-5,34.64
840,373,127,3,79.89
841,374,55,2,114.32
842,374,149,1,876.07
843,374,103,3,156.78
844,374,16,3,134.68
845,375,89,5,70.07
846,375,95,3,425.22
847,375,150,2,17.13
848,375,83,4,331.93
849,376,103,2,161.59
850,376,44,5,1060.83
851,376,23,4,187.97
852,377,175,5,6.53
853,378,162,5,143.99
854,378,31,3,147.94
855,378,11,2,324.53
856,379,19,3,283.63
857,380,73,4,78.61
858,380,110,1,377.07
859,380,61,4,108.04
860,380,54,4,415.95
861,381,193,3,60.94
862,381,147,3,947.35
863,382,115,2,65.34
864,383,142,4,112.54
865,383,7,2,94.36
866,384,30,1,56.48
867,384,18,3,159.07
868,384,185,1,81.69
869,385,7,5,89.49
870,385,54,1,454.33
871,385,5,2,407.26
872,386,62,4,18.75
873,387,48,4,242.76
874,387,6,1,838.31
875,387,185,5,86.46
876,388,162,1,160.81
877,388,131,2,664.24
878,388,25,1,29.33
879,388,158,5,1199.26
880,389,77,3,525.7
881,389,46,3,72.07
882,389,125,2,313.91
883,390,32,4,910.96
884,391,54,2,446.96
885,391,124,4,96.93
886,391,175,1,7.04
887,391,65,3,15.92
888,392,190,3,108.76
889,392,130,2,695.33
890,393,37,2,144.58
891,393,154,3,37.45
892,394,13,4,49.8
893,395,31,1,134.72
894,397,188,3,250.85
895,397,62,1,16.61
896,398,37,4,129.84
897,399,123,2,600.44
898,400,48,2,239.8
899,400,53,3,73.32
900,401,156,-2,288.47
901,401,143,4,228.22
902,401,107,1,72.82
903,401,22,3,18.17
904,403,2,2,29.01
905,403,65,5,15.08
906,404,162,1,153.76
907,404,43,2,450.65
908,404,4,2,34.25
909,405,115,5,59.93
910,406,147,1,811.59
911,406,10,5,96.0
912,407,162,2,168.88
913,407,99,1,259.56
914,407,158,4,1174.54
915,408,122,2,190.64
916,408,24,2,94.93
917,409,7,1,98.56
918,410,67,3,28.84
919,410,167,4,1048.18
920,410,155,1,118.92
921,411,105,3,138.79
922,411,47,1,16.55
923,412,150,2,16.96
924,412,2,1,29.35
925,412,72,3,47.95
926,413,133,5,141.21
927,414,192,4,171.95
928,414,152,5,91.34
929,414,78,4,161.87
930,415,132,5,597.64
931,415,196,1,83.83
932,415,18,1,169.17
933,415,4,1,34.57
934,416,43,3,454.63
935,416,65,5,15.32
936,416,134,4,56.55
937,417,84,3,195.93
938,417,167,3,1067.88
939,418,96,3,66.94
940,418,21,3,68.38
941,419,90,1,121.49
942,419,140,3,91.63
943,419,99,5,278.95
944,419,159,1,61.59
945,420,51,1,87.39
946,421,158,2,1199.66
947,421,79,1,477.08
948,423,45,1,144.78
949,423,140,5,84.53
950,423,198,5,61.27
951,424,1,4,89.08
952,424,94,-4,131.45
953,424,165,4,66.29
954,424,183,2,308.87
955,425,183,2,291.76
956,425,89,5,68.34
957,425,88,2,334.98
958,425,170,1,229.94
959,426,185,1,86.49
960,427,82,2,1330.36
961,427,97,2,1270.75
962,428,92,1,175.72
963,428,148,3,104.17
964,428,4,5,38.08
965,429,4,3,34.32
966,429,95,3,419.31
967,429,174,3,50.95
968,430,55,4,116.46
969,430,60,-5,381.14
970,430,189,5,177.79
971,430,29,2,43.32
972,431,125,3,349.18
973,431,139,5,1292.17
974,432,126,4,55.42
975,432,142,5,104.1
976,432,183,2,304.19
977,433,74,1,56.2
978,433,42,1,132.98
979,433,188,-3,275.54
980,433,6,4,767.11
981,434,115,5,58.56
982,434,182,3,61.76
983,434,152,5,89.97
984,434,95,1,389.05
985,435,160,4,299.03
986,435,21,5,71.81
987,435,142,1,110.67
988,436,168,-4,68.97
989,436,116,4,1399.45
990,436,33,-1,456.26
991,436,81,1,34.51
992,437,14,2,166.19
993,438,159,3,67.18
994,439,189,3,189.87
995,439,199,5,102.38
996,439,16,1,154.95
997,439,83,1,317.46
998,440,92,4,177.71
999,440,33,3,488.27
1000,440,102,3,35.02
1001,440,128,5,203.31
1002,441,29,5,49.04
1003,442,44,4,964.77
1004,442,26,5,284.22
1005,442,54,3,394.33
1006,442,155,4,132.46
1007,443,64,1,1113.86
1008,443,54,4,427.71
1009,443,16,3,140.57
1010,444,125,5,318.0
1011,445,152,3,82.1
1012,445,70,3,163.93
1013,445,187,4,359.27
1014,446,159,2,69.46
1015,446,121,3,66.66
1016,446,73,5,89.23
1017,447,141,2,1057.55
1018,447,116,2,1311.54
1019,447,65,5,14.73
1020,447,69,2,121.47
1021,448,32,3,835.33
1022,449,197,2,52.76
1023,449,129,2,1238.68
1024,449,68,5,115.08
1025,449,11,3,336.41
1026,450,87,4,69.84
1027,450,137,5,978.86
1028,450,181,1,38.02
1029,450,17,-2,168.61
1030,451,117,4,187.38
1031,452,154,5,37.23
1032,452,60,-2,434.5
1033,452,7,2,90.04
1034,452,137,3,933.96
1035,453,44,4,982.51
1036,453,78,3,152.11
1037,453,184,4,7.51
1038,454,79,4,493.73
1039,455,171,4,81.93
1040,456,86,3,208.51
1041,457,69,1,132.85
1042,457,103,3,154.65
1043,457,95,3,448.04
1044,458,161,4,33.35
1045,458,200,1,166.2
1046,458,150,2,14.99
1047,458,109,4,108.23
1048,459,111,2,30.44
1049,459,30,3,56.78
1050,459,174,1,47.63
1051,460,53,5,78.81
1052,461,15,5,382.76
1053,462,172,3,92.99
1054,462,175,5,7.19
1055,462,27,3,14.47
1056,463,95,1,413.39
1057,464,1,-5,98.32
1058,464,123,1,542.03
1059,464,81,3,34.76
1060,465,118,5,54.03
1061,465,183,1,320.24
1062,465,168,-3,65.91
1063,466,131,4,680.04
1064,466,153,5,342.01
1065,466,38,2,426.13
1066,467,93,3,145.1
1067,468,100,1,140.93
1068,468,117,3,169.84
1069,468,166,5,348.19
1070,469,152,1,91.46
1071,469,200,5,182.67
1072,470,50,5,141.75
1073,470,21,3,69.25
1074,470,86,1,234.54
1075,471,58,5,129.52
1076,471,88,2,306.02
1077,472,168,-3,61.41
1078,472,115,1,63.82
1079,473,95,3,404.95
1080,473,170,5,209.65
1081,473,1,2,90.92
1082,476,163,5,22.86
1083,477,46,4,73.82
1084,477,113,5,307.38
1085,477,140,3,96.71
1086,477,75,5,176.67
1087,478,1,4,85.38
1088,478,153,4,353.24
1089,478,31,3,132.14
1090,478,61,2,107.69
1091,479,2,5,28.18
1092,480,120,5,71.41
1093,480,97,3,1336.53
1094,481,109,1,108.02
1095,481,12,3,12.36
1096,481,167,5,993.79
1097,482,156,2,263.85
1098,483,83,1,334.77
1099,484,13,-4,54.07
1100,484,136,2,241.54
1101,484,147,2,823.97
1102,485,73,3,85.67
1103,486,20,1,517.57
1104,486,99,2,269.71
1105,487,168,-2,70.09
1106,487,59,4,924.2
1107,487,182,1,64.38
1108,488,196,3,77.83
1109,488,28,4,211.86
1110,489,167,4,955.45
1111,489,150,4,16.95
1112,489,168,4,68.53
1113,490,165,4,74.15
1114,491,53,2,81.55
1115,491,61,5,107.06
1116,491,187,5,408.56
1117,492,19,2,291.44
1118,492,32,4,842.76
1119,493,195,4,388.59
1120,493,197,1,52.59
1121,493,196,3,81.37
1122,494,180,4,386.33
1123,494,156,4,284.24
1124,495,169,1,411.92
1125,496,157,2,176.66
1126,496,101,2,130.07
1127,496,64,2,1235.55
1128,496,114,5,93.65
1129,497,130,2,726.81
1130,497,93,2,150.1
1131,497,45,4,152.33
1132,497,119,4,140.33
1133,498,117,3,181.49
1134,498,113,3,323.44
1135,498,6,5,829.98
1136,499,122,4,191.92
1137,499,199,4,96.66
1138,499,28,2,208.03
1139,500,78,1,158.95
1140,500,149,3,811.57
1141,500,30,5,58.42
