order_id,customer_id,order_date,status,total_amount
124.0,655,2026-01-07,completed,1129.92
125.0,889,2025-01-04,completed,748.84
126.0,325,2024-05-17,cancelled,1152.77
127.0,941,2024-09-19,completed,1611.88
128.0,863,2025-01-22,completed,142.19
129.0,173,2025-08-07,completed,1422.56
130.0,132,2025-04-13,completed,4494.17
131.0,280,2024-05-08,completed,4145.49
132.0,283,2025-09-04,returned,1007.55
133.0,742,2026-03-15,completed,3564.14
134.0,203,2025-08-09,completed,1013.13
135.0,768,2024-08-05,completed,138.86
136.0,954,2024-12-15,completed,2655.65
137.0,307,2025-07-11,completed,1349.27
138.0,625,2025-11-07,returned,972.55
139.0,519,2025-06-03,completed,7240.23
140.0,399,2025-01-18,completed,1822.41
141.0,539,2024-07-08,cancelled,4914.18
142.0,400,2026-03-13,completed,557.55
143.0,361,2025-01-28,returned,424.64
144.0,443,2024-04-05,cancelled,459.67
145.0,326,2025-06-02,completed,219.86
146.0,321,2024-05-13,completed,7660.83
147.0,442,2024-06-17,completed,798.49
148.0,632,2024-06-06,completed,3750.9
149.0,402,2025-04-22,returned,1470.31
150.0,914,2024-05-05,cancelled,71.36
151.0,937,2025-06-28,completed,1595.11
152.0,979,2024-12-08,cancelled,3574.23
153.0,233,2024-11-16,completed,6274.32
154.0,762,2024-10-03,completed,223.04
155.0,698,2025-12-13,completed,840.64
156.0,241,2024-08-30,completed,1355.05
157.0,304,2024-03-25,completed,746.1
158.0,258,2024-12-18,completed,504.49
159.0,286,2026-02-24,cancelled,2060.3
160.0,219,2024-12-19,cancelled,586.11
161.0,571,2024-06-02,completed,1120.68
162.0,169,2026-01-23,completed,652.33
163.0,454,2024-07-24,cancelled,445.48
164.0,797,2025-09-01,completed,1985.5
165.0,698,2024-10-28,completed,1710.67
166.0,774,2025-11-08,completed,2902.03
167.0,450,2025-03-10,completed,400.34
168.0,999,2025-04-08,completed,1688.46
169.0,27,2025-08-12,completed,2068.0
170.0,423,2025-12-10,returned,112.64
171.0,289,2025-04-25,completed,377.25
172.0,982,2025-06-05,completed,258.93
173.0,588,2026-01-02,completed,2187.31
174.0,790,2024-07-20,cancelled,1860.63
175.0,224,2026-02-07,completed,88.06
176.0,662,2024-12-27,cancelled,2632.69
177.0,576,2024-11-25,completed,501.21
178.0,177,2025-09-10,completed,2532.38
179.0,244,2026-02-23,completed,2558.48
180.0,501,2025-04-10,completed,7129.47
181.0,2,2025-05-26,returned,863.1
182.0,993,2025-11-29,completed,3807.1
183.0,107,2025-03-01,completed,1974.99
184.0,96,2024-06-19,returned,195.4
185.0,319,2024-03-24,completed,527.76
186.0,317,2025-03-28,completed,328.64
187.0,210,2024-07-09,completed,0.0
188.0,53,2024-06-18,completed,762.76
189.0,322,2024-12-19,cancelled,0.0
190.0,787,2025-09-06,cancelled,2334.3
191.0,938,2024-04-25,completed,563.58
192.0,417,2025-08-30,completed,2260.98
193.0,714,2026-02-28,completed,3661.49
194.0,801,2025-08-17,cancelled,1392.65
195.0,267,2024-09-16,cancelled,6019.34
196.0,146,2025-06-05,completed,897.04
197.0,324,2025-08-16,completed,4943.53
198.0,155,2024-07-29,completed,5047.62
199.0,510,2026-03-08,completed,3336.24
200.0,54,2025-10-22,completed,1718.03
201.0,853,2025-03-20,completed,869.01
202.0,775,2024-10-05,completed,1744.51
203.0,747,2025-01-24,completed,4270.56
204.0,825,2026-02-04,completed,729.5
205.0,67,2025-12-22,cancelled,0.0
206.0,863,2025-11-03,completed,1962.06
207.0,454,2024-10-27,completed,0.0
208.0,820,2025-12-05,completed,3539.56
209.0,545,2026-02-08,completed,1419.36
210.0,738,2025-01-09,cancelled,1492.19
211.0,202,2024-11-01,cancelled,3193.23
212.0,504,2024-05-22,completed,1368.12
213.0,308,2024-05-15,completed,548.94
214.0,366,2025-09-02,completed,191.64
215.0,648,2026-02-06,completed,2672.44
216.0,751,2024-07-16,completed,2372.24
217.0,336,2024-04-28,completed,388.15
218.0,177,2025-09-12,cancelled,4915.35
219.0,62,2025-04-27,returned,27.08
220.0,398,2025-03-13,completed,1868.3
221.0,989,2025-12-17,completed,640.12
222.0,653,2026-02-19,completed,1475.33
223.0,185,2025-01-21,returned,451.29
,877,2025-03-24,cancelled,0.0
225.0,454,2025-09-03,completed,1432.66
226.0,193,2025-03-03,completed,1343.48
227.0,947,2025-03-29,completed,838.78
228.0,288,2026-03-17,completed,649.32
229.0,746,2025-12-27,cancelled,1142.52
230.0,551,2025-08-10,completed,1432.72
231.0,463,2025-01-08,completed,1116.14
232.0,27,2025-06-11,completed,2687.95
233.0,370,2026-01-12,completed,2844.72
234.0,486,2025-09-14,completed,1728.87
235.0,259,2025-08-22,cancelled,1050.03
,757,2025-08-13,completed,0.0
237.0,159,2025-09-17,completed,1540.8
238.0,385,2024-09-12,completed,565.6
239.0,164,2025-09-09,completed,1064.81
240.0,313,2026-02-11,completed,717.65
241.0,846,2025-11-09,completed,1121.76
242.0,68,2025-12-21,completed,6897.1
243.0,598,2025-04-08,completed,1202.3
244.0,897,2025-06-06,completed,156.52
245.0,841,2025-06-04,completed,1356.86
246.0,893,2026-02-21,completed,445.6
247.0,842,2025-07-24,completed,32.95
248.0,937,2025-12-22,completed,1290.35
249.0,473,2025-04-04,completed,0.0
250.0,586,2024-08-29,completed,1844.62
251.0,28,2024-05-11,completed,191.81
252.0,214,2025-11-21,completed,903.72
253.0,106,2025-03-28,completed,1282.6
254.0,423,2026-02-12,completed,1228.56
255.0,651,2025-01-21,completed,1321.04
,862,2024-12-20,completed,0.0
257.0,245,2024-12-15,completed,5479.76
258.0,56,2024-06-08,completed,1150.07
259.0,931,2026-01-15,completed,4493.77
260.0,611,2024-09-16,cancelled,2561.45
261.0,33,2025-04-16,completed,698.36
262.0,931,2025-09-29,completed,416.29
263.0,52,2024-06-12,completed,6104.34
264.0,116,2024-10-22,completed,751.72
265.0,200,2024-10-18,cancelled,5001.72
266.0,855,2024-08-20,cancelled,59.73
267.0,690,2025-09-08,returned,91.92
268.0,525,2025-05-07,completed,1279.92
269.0,210,2024-08-23,completed,813.36
270.0,401,2024-10-26,returned,1259.79
271.0,88,2026-01-29,cancelled,483.42
272.0,577,2025-07-01,completed,436.67
273.0,801,2025-11-11,completed,1197.73
274.0,980,2024-04-12,completed,2672.44
275.0,289,2025-02-19,completed,325.84
276.0,971,2025-06-12,completed,1357.02
277.0,794,2025-03-09,completed,161.37
278.0,585,2024-12-03,completed,1393.16
279.0,217,2025-06-10,completed,1364.48
280.0,194,2024-11-13,cancelled,837.54
281.0,32,2024-12-01,completed,292.6
282.0,589,2024-03-21,completed,128.03
283.0,439,2025-12-28,completed,587.65
284.0,431,2024-08-01,returned,2602.74
,802,2024-12-02,completed,0.0
286.0,934,2024-05-31,completed,570.62
287.0,271,2025-03-12,completed,1712.29
288.0,450,2024-05-18,completed,294.29
289.0,290,2025-03-28,completed,1530.84
290.0,658,2024-07-08,completed,4204.93
291.0,970,2024-06-16,completed,1843.8
,345,2025-03-09,completed,0.0
293.0,305,2024-07-09,completed,1107.88
294.0,167,2025-07-10,completed,2272.54
295.0,865,2024-08-30,completed,66.26
296.0,215,2025-01-01,cancelled,1768.12
297.0,532,2024-10-22,cancelled,1249.27
298.0,257,2025-01-25,returned,1381.11
299.0,182,2024-07-29,completed,2452.46
300.0,597,2025-11-01,completed,1580.59
301.0,656,2024-06-05,completed,376.37
302.0,946,2025-02-01,returned,1094.55
303.0,923,2025-11-21,completed,1196.83
304.0,579,2024-07-14,completed,1058.35
305.0,937,2024-12-01,completed,416.65
,679,2025-01-29,completed,0.0
307.0,335,2024-12-05,cancelled,911.6
308.0,743,2025-12-14,completed,1966.85
309.0,204,2024-08-10,completed,1478.0
310.0,465,2024-08-03,cancelled,4893.81
311.0,937,2024-04-16,cancelled,2216.78
,330,2024-12-31,completed,0.0
313.0,853,2025-09-12,completed,3027.95
314.0,565,2026-01-05,completed,357.84
315.0,434,2024-07-13,completed,4209.89
316.0,775,2024-08-10,completed,959.16
317.0,241,2025-03-03,returned,4943.78
318.0,966,2025-07-17,cancelled,439.24
319.0,854,2024-09-28,completed,1013.75
320.0,188,2025-01-19,cancelled,3832.31
321.0,580,2025-04-24,completed,3617.0
322.0,375,2025-10-23,cancelled,1570.43
323.0,505,2025-08-22,completed,1093.06
,480,2024-11-10,returned,0.0
325.0,729,2025-09-27,completed,7408.65
,608,2025-12-22,completed,0.0
,130,2025-03-19,completed,0.0
328.0,418,2026-01-22,cancelled,2169.22
329.0,221,2025-11-24,completed,1573.83
330.0,839,2024-12-27,completed,65.61
331.0,730,2024-06-06,completed,1247.99
332.0,876,2024-06-04,completed,1170.87
333.0,506,2024-04-02,completed,2438.43
334.0,463,2024-07-09,completed,1556.19
,626,2025-03-18,completed,0.0
336.0,667,2025-09-29,completed,5835.0
337.0,138,2024-09-06,completed,1320.91
338.0,42,2025-07-26,completed,4629.39
339.0,933,2024-11-23,completed,549.28
340.0,214,2026-03-01,completed,1597.24
341.0,491,2025-09-08,completed,386.3
342.0,343,2025-01-29,returned,0.0
343.0,199,2024-10-15,cancelled,277.2
344.0,404,2025-03-08,returned,801.17
345.0,246,2025-09-25,completed,1351.25
346.0,82,2024-09-15,cancelled,546.9
347.0,886,2024-07-07,completed,398.5
348.0,634,2025-03-26,completed,6083.36
349.0,363,2024-09-16,completed,492.11
350.0,37,2025-09-29,returned,1031.86
351.0,477,2025-12-09,completed,3088.94
352.0,959,2026-03-14,completed,678.07
353.0,545,2024-09-14,returned,794.6
354.0,301,2025-11-07,completed,1171.68
355.0,310,2024-08-10,cancelled,1616.45
356.0,937,2025-08-16,completed,1287.86
,282,2025-10-31,cancelled,0.0
358.0,61,2025-08-12,completed,445.28
359.0,722,2025-03-20,returned,539.16
360.0,535,2024-07-28,completed,971.53
361.0,708,2026-03-13,completed,1605.12
362.0,397,2025-05-24,completed,1627.84
363.0,173,2025-06-24,completed,3872.93
364.0,969,2024-09-01,completed,6913.2
365.0,513,2024-06-22,returned,1799.28
366.0,285,2024-04-15,completed,1073.77
367.0,673,2026-03-11,completed,619.0
368.0,869,2026-01-26,cancelled,5293.59
369.0,129,2025-01-23,cancelled,7755.65
370.0,977,2025-06-11,returned,829.55
371.0,626,2024-05-23,cancelled,1704.16
372.0,129,2024-04-24,completed,329.22
373.0,388,2025-01-09,cancelled,690.12
374.0,543,2024-10-28,returned,1979.09
375.0,437,2025-06-23,completed,2987.99
376.0,705,2024-09-03,completed,6379.21
377.0,864,2024-11-18,completed,32.65
378.0,386,2025-03-03,completed,1812.83
379.0,115,2025-03-25,completed,850.89
380.0,91,2025-07-01,cancelled,2787.47
381.0,724,2024-10-26,returned,3024.87
382.0,445,2024-09-30,completed,130.68
383.0,88,2024-10-09,completed,638.88
384.0,36,2024-11-29,completed,615.38
385.0,282,2025-01-17,completed,1716.3
386.0,977,2024-11-06,completed,75.0
387.0,663,2024-04-21,returned,2241.65
388.0,937,2024-04-16,completed,7514.92
389.0,563,2024-04-25,completed,2421.13
390.0,50,2025-09-13,completed,3643.84
391.0,150,2024-08-19,completed,1336.44
392.0,196,2025-02-26,returned,1716.94
393.0,261,2026-01-11,completed,401.51
394.0,537,2024-05-30,completed,199.2
395.0,507,2024-07-31,completed,134.72
,800,2026-02-09,cancelled,0.0
397.0,625,2024-12-08,completed,769.16
398.0,950,2024-10-26,completed,519.36
399.0,471,2024-05-27,completed,1200.88
400.0,226,2024-03-27,returned,699.56
401.0,852,2025-04-25,cancelled,1040.21
,378,2025-12-08,completed,0.0
403.0,423,2024-11-15,completed,133.42
404.0,184,2025-09-10,completed,1123.56
405.0,175,2024-12-07,completed,299.65
406.0,672,2025-10-08,completed,1291.59
407.0,767,2025-04-08,completed,5295.48
408.0,721,2024-12-14,returned,571.14
409.0,762,2025-07-06,completed,98.56
410.0,189,2024-08-18,completed,4398.16
411.0,530,2024-12-23,completed,432.92
412.0,519,2025-12-26,completed,207.12
413.0,276,2024-06-21,completed,706.05
414.0,995,2025-09-11,completed,1791.98
415.0,923,2024-06-13,completed,3275.77
416.0,422,2025-05-20,completed,1666.69
417.0,241,2026-01-13,completed,3791.43
418.0,228,2025-07-09,completed,405.96
419.0,597,2024-08-04,completed,1852.72
420.0,982,2025-08-15,cancelled,87.39
421.0,282,2026-01-23,completed,2876.4
,474,2024-05-11,cancelled,0.0
423.0,719,2025-04-21,cancelled,873.78
424.0,647,2024-11-23,completed,1239.22
425.0,455,2025-08-30,cancelled,1825.12
426.0,637,2026-03-11,completed,86.49
427.0,301,2024-08-12,completed,5202.22
428.0,346,2025-08-26,completed,678.63
429.0,931,2024-04-19,completed,1513.74
430.0,961,2024-08-05,completed,1441.43
431.0,629,2025-04-24,completed,7508.39
432.0,812,2024-09-18,completed,1350.56
433.0,489,2025-12-19,completed,3257.62
434.0,459,2025-12-01,completed,1316.98
435.0,348,2026-01-09,completed,1665.84
436.0,133,2026-02-28,completed,5632.31
437.0,114,2026-01-01,cancelled,332.38
438.0,747,2025-02-08,completed,201.54
439.0,564,2025-08-24,returned,1553.92
440.0,111,2026-01-12,completed,3297.26
441.0,282,2024-05-06,completed,245.2
442.0,198,2025-01-18,completed,6993.01
443.0,190,2026-01-27,cancelled,3246.41
444.0,884,2025-03-21,completed,1590.0
445.0,838,2024-04-02,completed,2175.17
446.0,176,2025-05-29,completed,785.05
447.0,802,2025-08-09,completed,5054.77
448.0,149,2024-06-20,completed,2505.99
449.0,382,2024-04-20,completed,4167.51
450.0,130,2025-05-05,completed,5211.68
451.0,151,2025-10-19,completed,749.52
452.0,72,2025-08-07,cancelled,3168.11
453.0,582,2025-09-10,cancelled,4416.41
454.0,748,2025-01-02,completed,1974.92
455.0,439,2025-07-31,completed,327.72
456.0,823,2025-12-14,completed,625.53
457.0,183,2026-02-26,completed,1940.92
458.0,177,2024-07-16,completed,762.5
459.0,719,2025-09-17,cancelled,278.85
460.0,241,2024-12-23,completed,394.05
461.0,184,2025-10-08,completed,1913.8
462.0,272,2025-01-05,completed,358.33
463.0,699,2024-10-02,completed,413.39
464.0,302,2024-07-30,completed,646.31
465.0,539,2024-07-12,returned,590.39
466.0,763,2024-08-24,completed,5282.47
467.0,628,2025-08-09,cancelled,435.3
468.0,642,2025-12-20,returned,2391.4
469.0,470,2025-10-16,cancelled,1004.81
470.0,614,2025-02-13,returned,1151.04
471.0,504,2025-08-17,completed,1259.64
472.0,791,2025-04-05,completed,63.82
473.0,710,2024-10-25,completed,2444.94
,17,2024-08-26,completed,0.0
,491,2025-08-17,completed,0.0
476.0,407,2025-04-25,completed,114.3
477.0,642,2024-07-21,completed,3005.66
478.0,838,2024-04-20,completed,2366.28
479.0,197,2024-09-08,cancelled,140.9
480.0,793,2024-04-15,returned,4366.64
481.0,667,2024-07-04,cancelled,5114.05
482.0,875,2025-12-23,completed,527.7
483.0,130,2026-01-24,completed,334.77
484.0,401,2024-10-01,completed,2131.02
485.0,629,2025-10-16,completed,257.01
486.0,940,2025-06-30,completed,1056.99
487.0,615,2024-09-16,completed,3761.18
488.0,295,2025-11-09,completed,1080.93
489.0,747,2025-04-12,returned,4163.72
490.0,59,2024-03-19,completed,296.6
491.0,60,2024-11-26,completed,2741.2
492.0,836,2025-06-03,completed,3953.92
493.0,740,2024-12-12,cancelled,1851.06
494.0,177,2024-05-17,completed,2682.28
495.0,923,2025-08-15,completed,411.92
496.0,915,2025-04-23,completed,3552.81
497.0,1000,2025-08-27,completed,2924.46
498.0,815,2025-01-10,completed,5664.69
499.0,341,2025-06-07,completed,1570.38
500.0,965,2024-11-10,completed,2885.76
501.0,987,2024-04-28,completed,294.86
,432,2025-11-04,cancelled,0.0
503.0,609,2025-11-10,completed,2308.32
504.0,772,2024-08-25,cancelled,1555.49
505.0,843,2026-02-21,completed,2154.27
506.0,213,2024-07-25,completed,1432.85
507.0,362,2026-02-26,completed,1118.32
508.0,995,2025-04-14,completed,1147.29
509.0,900,2026-03-03,cancelled,1226.27
510.0,518,2025-10-07,completed,2711.53
511.0,142,2025-10-09,completed,974.11
512.0,395,2024-06-03,completed,0.0
513.0,236,2025-09-14,completed,1501.24
514.0,190,2024-12-22,completed,1218.66
,435,2025-07-08,cancelled,0.0
516.0,478,2025-12-13,completed,1436.35
517.0,739,2025-06-24,returned,8041.98
518.0,689,2025-04-24,completed,572.74
519.0,652,2025-11-05,returned,748.4
520.0,403,2024-08-26,completed,811.29
521.0,994,2024-09-30,cancelled,3457.92
522.0,729,2025-05-17,completed,871.35
523.0,414,2025-10-29,completed,533.69
524.0,467,2025-09-19,completed,1888.73
525.0,403,2024-07-09,completed,2232.93
526.0,463,2024-09-03,cancelled,744.01
527.0,212,2025-08-30,cancelled,3364.63
528.0,909,2024-12-12,completed,1340.85
529.0,602,2026-01-06,completed,9875.96
530.0,274,2024-05-25,completed,1233.03
531.0,25,2024-07-28,completed,257.0
532.0,945,2024-07-31,completed,848.48
533.0,402,2025-12-08,completed,2355.88
534.0,848,2024-08-03,completed,175.35
535.0,86,2025-03-11,completed,2651.8
536.0,163,2025-09-02,cancelled,2508.88
537.0,162,2025-07-04,returned,2986.08
538.0,211,2024-04-02,cancelled,409.98
539.0,248,2024-07-15,completed,1888.47
540.0,851,2024-07-25,completed,844.8
541.0,860,2024-12-31,completed,309.98
542.0,869,2025-06-05,completed,843.46
543.0,538,2024-05-07,completed,1224.84
544.0,759,2024-05-09,cancelled,456.66
545.0,161,2024-09-13,completed,157.25
546.0,940,2026-01-11,completed,1591.92
547.0,58,2026-02-25,completed,861.41
548.0,878,2024-05-30,completed,1825.49
549.0,48,2025-04-07,completed,936.0
550.0,822,2025-08-31,completed,2079.98
551.0,424,2025-10-29,completed,814.56
552.0,118,2025-06-02,completed,511.96
553.0,671,2024-12-19,completed,253.94
554.0,505,2024-04-02,completed,163.44
,834,2025-11-12,returned,0.0
556.0,787,2025-09-27,completed,645.22
557.0,774,2025-07-02,completed,4219.0
558.0,737,2024-04-18,completed,1415.47
559.0,796,2024-09-15,cancelled,555.09
560.0,189,2024-05-18,returned,243.96
561.0,8,2024-06-30,returned,1260.45
562.0,721,2025-06-19,returned,2189.64
563.0,392,2024-03-27,completed,176.35
564.0,351,2026-02-22,completed,2296.91
565.0,73,2026-02-16,completed,9777.66
566.0,987,2024-06-03,completed,142.16
567.0,616,2025-09-07,completed,1516.56
568.0,877,2024-11-20,cancelled,978.28
,601,2025-08-17,returned,0.0
570.0,383,2024-08-12,cancelled,965.04
571.0,780,2025-03-04,cancelled,828.28
572.0,300,2025-05-03,completed,1437.56
573.0,235,2025-02-05,completed,527.31
574.0,607,2024-07-15,cancelled,267.85
575.0,949,2024-11-15,completed,449.72
576.0,25,2024-07-08,completed,3691.74
577.0,319,2024-04-27,completed,1413.12
578.0,564,2025-08-05,completed,6011.36
579.0,452,2025-06-19,cancelled,622.62
580.0,347,2024-06-15,completed,169.74
581.0,843,2025-11-11,returned,0.0
582.0,396,2024-06-01,completed,280.59
583.0,358,2024-10-20,completed,2006.64
584.0,749,2025-03-26,cancelled,2903.4
585.0,223,2025-11-19,cancelled,121.34
586.0,746,2024-06-29,completed,1865.99
587.0,547,2026-01-13,cancelled,2143.82
588.0,531,2024-04-04,completed,4087.48
589.0,795,2025-01-24,completed,2998.26
590.0,230,2024-07-03,returned,2051.84
591.0,442,2025-07-10,completed,60.22
592.0,710,2024-08-30,completed,2070.41
593.0,929,2025-12-20,completed,2306.19
594.0,531,2024-12-24,completed,2136.39
595.0,62,2025-12-24,completed,450.49
596.0,640,2025-11-09,cancelled,4914.87
597.0,839,2024-06-08,completed,4104.53
598.0,812,2024-07-19,completed,1898.66
599.0,131,2024-06-06,returned,804.83
600.0,143,2024-05-31,returned,1332.14
601.0,677,2026-02-14,completed,642.84
602.0,923,2024-12-04,completed,247.46
603.0,290,2025-06-11,completed,3173.58
604.0,212,2024-06-12,completed,910.08
605.0,380,2026-01-21,returned,638.27
606.0,73,2026-01-19,completed,5916.43
607.0,31,2026-01-01,cancelled,1243.19
608.0,135,2025-06-02,completed,1050.7
609.0,86,2024-07-26,completed,1310.64
610.0,775,2025-04-09,cancelled,3251.77
611.0,306,2025-05-30,completed,6808.29
612.0,638,2025-07-27,completed,192.36
613.0,415,2024-07-05,completed,124.62
614.0,447,2025-07-18,completed,1760.52
615.0,70,2024-10-24,cancelled,362.92
616.0,171,2025-11-05,completed,1451.52
617.0,422,2024-11-27,completed,21.63
618.0,155,2024-06-01,cancelled,2584.73
619.0,687,2026-01-16,completed,138.62
620.0,329,2025-07-14,cancelled,1415.88
621.0,883,2026-01-28,cancelled,296.48
622.0,79,2025-10-31,completed,999.12
623.0,752,2025-08-19,completed,452.04
624.0,217,2024-05-12,returned,539.25
625.0,112,2024-03-19,completed,1873.02
,294,2026-01-29,completed,0.0
627.0,338,2024-07-04,completed,4135.3
628.0,555,2025-07-10,completed,3048.76
629.0,157,2024-11-07,completed,1972.43
,623,2024-12-28,completed,0.0
631.0,617,2025-08-27,completed,1854.96
632.0,673,2025-10-13,completed,444.8
633.0,751,2025-03-02,completed,1750.98
634.0,446,2024-05-06,completed,139.6
635.0,997,2025-05-14,completed,416.53
636.0,222,2026-02-17,completed,4541.49
637.0,771,2024-10-07,cancelled,669.7
638.0,237,2024-05-23,completed,1069.04
639.0,38,2026-03-15,completed,467.86
640.0,760,2024-07-28,completed,965.5
641.0,84,2024-12-24,returned,516.0
642.0,620,2024-11-06,completed,2278.0
643.0,960,2025-01-21,completed,206.19
644.0,528,2025-08-06,completed,248.52
645.0,122,2025-01-14,completed,62.16
646.0,74,2025-10-19,completed,257.16
647.0,514,2024-11-16,completed,6751.79
648.0,923,2025-10-25,completed,791.49
649.0,968,2025-07-09,completed,1039.75
650.0,963,2024-09-13,completed,178.74
651.0,426,2025-01-18,completed,1883.6
652.0,217,2025-03-16,completed,3349.08
653.0,646,2025-04-12,cancelled,747.05
,432,2025-04-11,completed,0.0
655.0,709,2025-11-08,completed,708.33
656.0,33,2024-12-24,completed,178.96
657.0,106,2025-05-16,completed,1875.1
658.0,942,2025-01-20,completed,1963.65
659.0,196,2025-05-14,completed,6069.5
660.0,325,2025-08-06,completed,833.72
661.0,289,2025-09-15,completed,1046.42
662.0,759,2025-08-13,returned,1260.9
663.0,945,2024-09-05,cancelled,800.73
664.0,499,2024-03-20,cancelled,1401.66
665.0,358,2026-03-14,completed,1152.0
666.0,999,2024-03-30,completed,6353.2
667.0,349,2025-04-30,completed,48.93
668.0,251,2026-02-16,completed,9042.32
669.0,751,2026-01-20,returned,464.64
670.0,994,2024-04-30,completed,1490.2
671.0,340,2024-11-28,cancelled,1143.8
672.0,639,2025-11-28,returned,2352.36
673.0,321,2025-12-11,completed,1680.99
