return_id,order_id,return_date,reason,refund_amount
68,5653.0,2024-07-19,defective,126.51
69,,2024-09-11,defective,37.02
70,3344.0,2024-07-08,wrong_item,105.4
71,5931.0,2026-04-06,defective,95.96
72,39.0,2024-10-08,damaged,1509.96
73,2900.0,2024-10-16,damaged,100.93
74,2266.0,2025-09-01,defective,453.44
75,8124.0,2024-05-04,damaged,1181.07
76,5590.0,2025-05-17,defective,112.32
77,988.0,2025-05-08,damaged,240.75
78,8133.0,2024-12-17,changed_mind,47.12
79,4759.0,2025-07-21,changed_mind,4480.08
80,6153.0,2025-02-17,changed_mind,1329.51
81,8759.0,2026-02-23,damaged,99.86
82,930.0,2025-08-22,wrong_item,338.57
83,7747.0,2025-11-25,defective,19.2
84,1100.0,2025-06-25,damaged,659.19
85,6752.0,2025-10-20,damaged,25.85
86,7900.0,2024-12-21,wrong_item,1735.37
87,4773.0,2024-09-21,changed_mind,27.98
88,6867.0,2024-12-21,wrong_item,582.17
89,6953.0,2020-01-01 00:00:00,defective,325.11
90,898.0,2026-02-17,wrong_item,18.59
91,1690.0,2025-11-01,damaged,954.93
92,4000.0,2025-12-29,defective,128.13
93,8684.0,2025-09-10,wrong_item,300.57
94,5058.0,2025-02-17,changed_mind,6255.13
95,6690.0,2025-04-01,defective,386.46
96,9942.0,2025-12-04,damaged,186.39
97,1287.0,2025-10-13,defective,373.03
98,8799.0,2025-05-29,defective,10.26
99,8966.0,2020-01-01 00:00:00,changed_mind,13.1
100,2824.0,2025-02-01,wrong_item,291.09
101,2910.0,2025-12-17,defective,11.45
102,4583.0,2025-02-06,wrong_item,168.97
103,7717.0,2024-09-28,changed_mind,267.47
104,1495.0,2024-11-21,damaged,1454.89
105,8588.0,2025-05-17,wrong_item,672.14
106,4957.0,2025-08-20,defective,574.47
107,699.0,2025-06-05,defective,174.66
108,6491.0,2025-08-08,defective,109.03
109,7044.0,2024-11-21,damaged,43.19
110,,2024-12-17,wrong_item,37.98
111,5322.0,2024-09-24,changed_mind,123.92
112,7458.0,2024-05-31,changed_mind,1654.6
113,3158.0,2026-02-12,changed_mind,87.64
114,6165.0,2020-01-01 00:00:00,wrong_item,1619.55
115,6389.0,2024-05-21,changed_mind,837.71
116,6239.0,2025-06-17,defective,1163.81
117,5745.0,2024-06-18,damaged,3572.83
118,,2024-08-19,changed_mind,14.06
119,1284.0,2025-03-10,wrong_item,128.81
120,7333.0,2025-07-09,wrong_item,1025.71
121,1231.0,2026-03-15,defective,233.18
122,3947.0,2025-08-01,damaged,557.16
123,8459.0,2025-11-28,defective,964.9
124,7643.0,2024-05-10,defective,283.98
125,3515.0,2025-07-16,changed_mind,88.7
126,9876.0,2025-10-30,wrong_item,312.0
127,8587.0,2024-08-02,changed_mind,282.38
128,864.0,2024-04-08,damaged,298.18
129,4591.0,2025-11-10,damaged,3083.08
130,4509.0,2025-06-07,changed_mind,131.87
131,5482.0,2025-11-13,defective,387.81
132,,2026-01-02,damaged,33.0
133,5100.0,2024-08-25,defective,445.59
134,4054.0,2026-04-03,damaged,14.21
135,6799.0,2024-04-24,damaged,1932.51
136,1972.0,2026-01-08,wrong_item,1681.6
137,6585.0,2025-09-26,defective,81.93
138,4660.0,2025-03-22,wrong_item,21.77
139,4069.0,2024-12-17,wrong_item,279.39
140,7996.0,2025-09-22,wrong_item,18.08
141,5328.0,2024-07-18,changed_mind,1910.98
142,8349.0,2024-11-20,damaged,350.26
143,,2026-01-15,wrong_item,25.59
144,6069.0,2020-01-01 00:00:00,defective,668.77
145,3732.0,2025-01-11,wrong_item,456.66
146,8403.0,2025-10-28,damaged,637.77
147,,2025-08-27,wrong_item,15.63
148,2151.0,2020-01-01 00:00:00,defective,41.96
149,1455.0,2025-07-01,defective,429.77
150,4922.0,2025-12-20,wrong_item,782.9
151,3722.0,2024-10-24,changed_mind,39.21
152,7557.0,2025-10-10,damaged,988.57
153,7350.0,2025-11-17,changed_mind,127.54
154,12.0,2026-02-11,wrong_item,338.63
155,3364.0,2024-08-19,changed_mind,662.93
156,9335.0,2025-12-08,changed_mind,2398.74
157,4400.0,2026-02-08,defective,430.66
158,418.0,2025-07-10,wrong_item,139.4
159,2315.0,2024-09-29,wrong_item,1759.8
160,5832.0,2026-02-17,defective,2019.61
161,1413.0,2024-09-30,defective,6045.76
162,7540.0,2024-08-24,changed_mind,1102.97
163,9178.0,2024-05-11,defective,457.02
164,1410.0,2026-03-22,defective,1124.02
165,9701.0,2026-01-01,defective,73.35
166,9599.0,2025-01-20,changed_mind,1178.31
167,9114.0,2025-01-09,wrong_item,915.58
168,2990.0,2025-01-11,damaged,2045.19
169,715.0,2025-09-26,defective,121.56
170,381.0,2024-11-11,changed_mind,1544.76
171,744.0,2024-07-23,wrong_item,156.56
172,6016.0,2025-12-14,damaged,66.98
173,5381.0,2024-09-13,defective,11.16
174,6842.0,2025-12-16,changed_mind,3258.61
175,3225.0,2025-12-31,changed_mind,670.06
176,7775.0,2025-07-22,changed_mind,1006.88
177,3186.0,2024-05-21,defective,1305.03
178,4211.0,2025-10-04,wrong_item,357.71
179,3507.0,2025-05-27,defective,6822.37
180,8906.0,2025-04-18,changed_mind,539.04
181,6887.0,2025-03-17,wrong_item,881.32
182,9494.0,2025-03-13,wrong_item,113.9
183,5896.0,2026-03-22,defective,114.72
184,546.0,2020-01-01 00:00:00,changed_mind,781.16
185,2181.0,2025-06-02,damaged,1808.03
186,1685.0,2024-06-25,damaged,384.95
187,5414.0,2025-01-06,wrong_item,350.94
188,2972.0,2026-04-09,wrong_item,494.38
189,4885.0,2020-01-01 00:00:00,damaged,2387.26
190,1683.0,2024-07-29,defective,491.18
191,7281.0,2024-12-17,changed_mind,191.93
192,7405.0,2026-02-18,wrong_item,456.96
193,7650.0,2024-07-03,changed_mind,491.94
194,8038.0,2024-10-19,changed_mind,588.39
195,277.0,2025-03-29,damaged,118.71
196,582.0,2024-06-27,wrong_item,10.13
197,,2025-06-29,changed_mind,15.8
198,3888.0,2025-07-28,changed_mind,1628.67
199,,2024-06-20,damaged,22.76
200,7399.0,2025-03-17,defective,1552.58
201,7882.0,2026-01-05,changed_mind,201.14
202,262.0,2025-10-18,damaged,195.86
203,5663.0,2020-01-01 00:00:00,wrong_item,28.22
204,1328.0,2026-03-28,wrong_item,32.46
205,5490.0,2024-12-28,defective,295.43
206,7881.0,2025-03-04,defective,1807.72
207,9724.0,2026-02-18,wrong_item,342.65
208,2066.0,2025-02-15,changed_mind,108.72
209,7128.0,2025-10-05,wrong_item,288.58
210,3878.0,2020-01-01 00:00:00,wrong_item,3348.86
211,8647.0,2024-11-04,defective,655.99
212,8886.0,2020-01-01 00:00:00,wrong_item,78.56
213,6210.0,2025-04-15,wrong_item,814.09
214,9962.0,2025-10-15,damaged,593.39
215,2724.0,2025-10-02,defective,1136.62
216,118.0,2024-12-25,defective,149.35
217,3033.0,2024-06-15,damaged,14.38
218,7230.0,2024-09-14,changed_mind,3810.33
219,8742.0,2025-10-15,defective,18.61
220,7246.0,2026-02-26,defective,2021.46
221,,2024-11-08,defective,38.62
222,377.0,2024-12-04,wrong_item,20.51
223,8614.0,2024-06-07,damaged,1134.54
224,3668.0,2025-12-23,changed_mind,1270.38
225,7057.0,2024-07-22,damaged,597.39
226,8710.0,2025-06-27,damaged,134.29
227,3627.0,2025-04-23,defective,384.9
228,1850.0,2025-03-24,wrong_item,168.02
229,5422.0,2026-01-30,defective,471.74
230,8720.0,2024-12-20,damaged,26.73
231,8310.0,2024-12-16,changed_mind,712.59
232,5905.0,2024-07-01,wrong_item,5411.96
233,8924.0,2025-03-10,changed_mind,67.38
234,7445.0,2024-09-25,defective,2234.07
235,9323.0,2025-09-08,defective,58.68
236,6877.0,2025-07-05,changed_mind,26.58
237,7826.0,2025-05-30,defective,685.89
238,6119.0,2025-07-14,defective,2251.13
239,8565.0,2025-10-21,changed_mind,2366.85
240,9719.0,2020-01-01 00:00:00,defective,1676.1
241,4200.0,2025-11-27,damaged,2012.01
242,,2025-12-21,damaged,13.37
243,8844.0,2025-07-02,changed_mind,1817.72
244,9471.0,2025-05-07,wrong_item,90.48
245,7417.0,2026-03-02,damaged,1744.53
246,,2025-09-14,changed_mind,13.24
247,23.0,2026-03-15,defective,3849.58
248,5246.0,2024-12-05,wrong_item,1582.06
249,7859.0,2025-06-19,defective,32.31
250,429.0,2024-05-08,damaged,1168.19
251,2444.0,2024-07-13,wrong_item,38.35
252,5275.0,2024-09-26,wrong_item,1734.35
253,5484.0,2020-01-01 00:00:00,damaged,117.2
254,6278.0,2024-05-15,wrong_item,3632.03
255,8192.0,2025-01-16,defective,263.32
256,8723.0,2024-12-13,defective,23.3
257,8928.0,2025-06-23,wrong_item,1604.2
258,6822.0,2025-07-04,wrong_item,465.67
259,,2024-06-29,changed_mind,15.15
260,8773.0,2025-02-05,wrong_item,1012.13
261,8282.0,2025-01-10,wrong_item,3074.9
262,5914.0,2024-05-26,defective,1407.18
263,1748.0,2025-10-30,damaged,467.59
264,8252.0,2025-08-27,defective,975.97
265,,2025-06-21,defective,28.2
266,4771.0,2024-05-24,defective,1830.73
267,1178.0,2024-08-11,wrong_item,38.58
268,4578.0,2025-02-24,changed_mind,331.72
269,4555.0,2026-01-28,defective,176.93
270,9396.0,2025-03-07,wrong_item,2472.5
271,801.0,2025-04-27,wrong_item,742.58
272,7641.0,2024-05-13,changed_mind,2920.88
273,870.0,2025-01-07,defective,275.9
274,2055.0,2025-09-20,damaged,3348.79
275,8619.0,2020-01-01 00:00:00,damaged,1818.34
276,612.0,2025-08-13,defective,156.04
277,3435.0,2025-10-07,damaged,1896.57
278,8834.0,2024-09-22,changed_mind,2041.12
279,9299.0,2024-04-28,wrong_item,81.49
280,,2024-11-22,damaged,26.66
281,9709.0,2026-01-22,wrong_item,148.67
282,5722.0,2024-06-22,damaged,73.04
283,4481.0,2024-04-01,damaged,5648.29
284,1678.0,2024-12-07,damaged,690.05
285,6456.0,2025-07-05,damaged,658.48
286,1672.0,2026-02-13,changed_mind,2005.98
287,8262.0,2025-02-20,defective,747.01
288,6028.0,2025-09-19,wrong_item,241.37
289,6490.0,2025-05-22,defective,514.54
290,5994.0,2025-04-19,defective,676.44
291,9161.0,2024-09-13,defective,780.21
292,8819.0,2025-04-17,damaged,82.41
293,6989.0,2025-06-05,defective,216.01
294,28.0,2020-01-01 00:00:00,wrong_item,48.0
295,4470.0,2024-06-22,defective,730.17
296,4556.0,2024-12-30,wrong_item,1098.5
297,6645.0,2024-06-05,wrong_item,743.48
298,4053.0,2025-06-20,changed_mind,6837.71
299,7499.0,2025-07-25,wrong_item,182.92
300,5604.0,2026-03-07,damaged,3276.73
301,,2024-05-27,wrong_item,33.5
302,5514.0,2025-12-28,damaged,47.09
303,3639.0,2024-11-12,changed_mind,47.73
304,841.0,2024-07-15,changed_mind,1127.09
305,3366.0,2025-03-06,defective,1814.32
306,4198.0,2024-06-23,damaged,233.18
307,541.0,2025-01-09,changed_mind,276.52
308,2018.0,2024-04-25,wrong_item,470.05
309,9989.0,2025-04-01,damaged,4948.97
310,2016.0,2026-02-07,wrong_item,2103.99
311,1750.0,2024-06-30,damaged,934.63
312,2767.0,2025-08-05,changed_mind,430.26
313,1509.0,2024-08-20,defective,1619.59
314,6687.0,2025-03-28,damaged,22.21
315,2533.0,2025-09-03,changed_mind,557.27
316,1591.0,2026-04-04,wrong_item,1939.95
317,771.0,2024-12-27,wrong_item,20.18
318,9935.0,2025-05-21,defective,72.42
319,6340.0,2025-05-05,wrong_item,116.84
320,3488.0,2025-01-18,wrong_item,469.39
321,5115.0,2025-08-19,changed_mind,78.87
322,4890.0,2025-02-27,damaged,2147.6
323,5904.0,2026-03-21,changed_mind,875.39
324,5631.0,2026-02-13,defective,518.12
325,9327.0,2024-05-14,changed_mind,80.38
326,4823.0,2026-01-03,defective,824.16
327,2573.0,2026-01-01,wrong_item,2372.0
328,5983.0,2025-12-09,damaged,1727.13
329,4077.0,2025-04-14,changed_mind,2959.23
330,5676.0,2024-08-04,defective,26.84
331,2916.0,2025-02-16,changed_mind,1164.58
332,839.0,2025-12-26,damaged,2497.36
333,7718.0,2025-02-28,wrong_item,2823.52
334,1372.0,2024-10-21,changed_mind,2081.27
335,1095.0,2025-06-24,damaged,623.07
336,9138.0,2024-11-08,damaged,1408.79
337,9210.0,2024-10-03,defective,61.23
338,9137.0,2020-01-01 00:00:00,wrong_item,970.39
339,9041.0,2024-09-04,damaged,344.28
340,7577.0,2024-11-24,changed_mind,94.09
341,5557.0,2024-04-29,wrong_item,30.11
342,347.0,2024-08-05,damaged,369.08
343,5695.0,2025-08-06,damaged,2866.87
344,6109.0,2024-07-06,changed_mind,382.16
345,550.0,2025-09-14,damaged,17.83
346,112.0,2024-08-14,wrong_item,297.85
347,4615.0,2024-11-18,changed_mind,233.41
348,2622.0,2025-10-02,wrong_item,816.44
349,4279.0,2026-03-20,defective,390.1
350,293.0,2024-08-03,changed_mind,895.98
351,4717.0,2024-06-10,changed_mind,695.8
352,1654.0,2025-01-13,changed_mind,211.57
353,2168.0,2024-08-24,damaged,2026.09
354,3302.0,2025-10-15,damaged,812.57
355,3316.0,2025-12-27,damaged,2384.99
356,7383.0,2025-12-09,changed_mind,4071.19
357,5767.0,2024-05-05,damaged,800.97
358,2321.0,2026-02-20,wrong_item,580.22
359,9618.0,2025-08-16,defective,167.14
360,3441.0,2020-01-01 00:00:00,defective,2183.39
361,4444.0,2025-06-19,defective,4335.79
362,5694.0,2024-12-25,changed_mind,1096.5
363,9617.0,2024-12-21,wrong_item,533.23
364,313.0,2025-09-28,damaged,2162.84
365,4634.0,2024-12-20,wrong_item,413.19
366,5835.0,2024-09-20,changed_mind,616.85
367,4622.0,2024-04-10,changed_mind,1801.71
368,742.0,2025-07-25,wrong_item,1895.78
369,222.0,2026-03-13,wrong_item,1127.56
370,3013.0,2024-11-21,defective,674.87
371,,2024-04-09,wrong_item,35.88
372,1620.0,2024-08-18,damaged,955.88
373,1108.0,2025-01-04,defective,545.85
374,3518.0,2024-07-16,defective,1244.49
375,2101.0,2026-02-05,damaged,2808.94
376,5649.0,2025-10-04,defective,603.94
377,4868.0,2026-03-24,changed_mind,49.18
378,7259.0,2024-11-29,defective,1786.91
379,7688.0,2025-05-04,wrong_item,5255.34
380,1374.0,2024-06-19,damaged,767.13
381,1824.0,2026-01-23,wrong_item,1630.78
382,1172.0,2025-06-27,defective,3666.59
383,9432.0,2025-10-01,wrong_item,772.01
384,5915.0,2025-11-02,wrong_item,129.8
385,7739.0,2024-05-04,wrong_item,260.32
386,8256.0,2025-09-25,changed_mind,6495.79
387,8671.0,2025-09-18,changed_mind,848.48
388,4808.0,2025-06-06,wrong_item,17.1
389,8674.0,2024-05-19,changed_mind,1572.71
390,4621.0,2025-01-27,defective,106.17
391,,2025-03-31,changed_mind,16.18
392,7315.0,2024-04-28,defective,847.32
393,7110.0,2024-07-31,wrong_item,1804.94
394,7122.0,2025-10-24,defective,358.08
395,8496.0,2024-04-22,wrong_item,387.85
396,3468.0,2024-06-09,damaged,15.48
397,257.0,2025-01-09,changed_mind,267.38
398,4790.0,2025-06-21,changed_mind,98.83
399,6797.0,2025-07-24,wrong_item,1729.27
400,9963.0,2024-10-03,wrong_item,135.28
401,4319.0,2025-12-01,wrong_item,749.97
402,1134.0,2024-04-22,defective,2456.59
403,9680.0,2025-04-27,wrong_item,271.2
404,,2025-08-03,wrong_item,22.45
405,3636.0,2025-04-28,wrong_item,155.29
406,6326.0,2025-11-05,damaged,14.86
407,7037.0,2025-01-21,changed_mind,429.91
408,7411.0,2024-08-10,defective,764.18
409,9824.0,2024-09-06,changed_mind,15.96
410,,2024-10-28,defective,30.15
411,867.0,2024-08-02,changed_mind,301.56
412,7077.0,2025-07-17,wrong_item,1246.92
413,9036.0,2024-05-09,defective,1761.72
414,3860.0,2024-08-14,changed_mind,2073.75
415,3279.0,2026-03-12,defective,70.48
416,5943.0,2025-10-31,defective,822.88
417,9295.0,2024-10-02,defective,78.78
418,5877.0,2024-06-13,wrong_item,1774.3
419,3164.0,2025-10-19,damaged,704.3
420,9657.0,2024-12-02,wrong_item,255.1
421,7390.0,2025-02-14,damaged,880.3
422,,2025-08-13,wrong_item,13.83
423,7298.0,2020-01-01 00:00:00,changed_mind,93.44
424,9624.0,2025-07-09,defective,6152.07
425,3154.0,2025-04-22,wrong_item,501.07
426,3308.0,2025-01-12,changed_mind,5327.27
427,4918.0,2025-11-24,changed_mind,279.22
428,9608.0,2024-06-02,wrong_item,208.43
429,5966.0,2024-05-28,defective,282.99
430,1567.0,2025-02-19,damaged,86.06
431,7866.0,2026-02-24,wrong_item,326.52
432,5969.0,2025-05-25,wrong_item,1523.04
433,2929.0,2024-10-03,wrong_item,170.6
434,1640.0,2026-01-26,damaged,364.72
435,9217.0,2025-04-07,defective,56.43
436,120.0,2025-06-28,wrong_item,187.57
437,263.0,2024-06-26,wrong_item,3726.09
438,3543.0,2025-04-15,damaged,5173.59
439,3717.0,2024-11-13,damaged,3043.72
440,6681.0,2024-06-05,changed_mind,374.67
441,7464.0,2025-04-13,defective,65.83
442,1587.0,2025-07-30,changed_mind,31.33
443,4208.0,2025-06-15,defective,5892.62
444,,2025-05-03,changed_mind,40.04
445,2708.0,2025-03-01,wrong_item,26.68
446,3988.0,2024-06-10,damaged,197.66
447,6856.0,2020-01-01 00:00:00,damaged,492.42
448,,2025-10-17,changed_mind,43.08
449,2496.0,2024-11-15,damaged,815.06
450,,2025-05-24,changed_mind,21.54
451,8104.0,2024-12-29,wrong_item,153.22
452,1348.0,2026-02-05,changed_mind,266.01
453,1469.0,2020-01-01 00:00:00,wrong_item,1154.37
454,1761.0,2026-03-15,damaged,280.64
455,9843.0,2024-07-09,defective,28.8
456,3755.0,2025-09-16,damaged,1032.08
457,2652.0,2025-09-03,changed_mind,37.16
458,8117.0,2024-12-27,damaged,41.17
459,9135.0,2024-06-27,wrong_item,792.18
460,9019.0,2024-10-30,changed_mind,39.88
461,5747.0,2025-02-16,wrong_item,44.29
462,2500.0,2025-11-05,wrong_item,194.49
463,7302.0,2024-09-02,wrong_item,289.06
464,5406.0,2025-03-27,defective,511.46
465,2844.0,2026-02-27,damaged,191.78
466,1234.0,2025-12-02,wrong_item,746.4
467,3511.0,2025-10-18,damaged,82.43
468,4457.0,2025-01-16,changed_mind,2714.44
469,5169.0,2025-10-31,damaged,1653.55
470,7190.0,2026-03-12,defective,232.28
471,9500.0,2024-12-02,wrong_item,510.38
472,4143.0,2026-03-11,damaged,939.2
473,4070.0,2026-02-08,changed_mind,2651.73
474,974.0,2025-12-24,damaged,645.16
475,8977.0,2024-11-21,damaged,112.03
476,2792.0,2025-10-16,wrong_item,83.13
477,6654.0,2025-07-18,changed_mind,2506.3
478,1382.0,2024-10-02,defective,76.23
479,411.0,2025-01-13,damaged,125.37
480,3367.0,2024-11-30,wrong_item,28.86
481,7129.0,2025-01-24,defective,80.36
482,1532.0,2024-06-07,damaged,342.35
483,,2020-01-01 00:00:00,changed_mind,32.38
484,1556.0,2020-01-01 00:00:00,changed_mind,1395.35
485,1976.0,2025-06-17,changed_mind,81.23
486,3324.0,2024-05-13,defective,419.46
487,4593.0,2024-08-07,damaged,1496.37
488,7545.0,2024-05-08,defective,161.28
489,,2024-06-04,defective,17.02
490,5671.0,2025-01-19,wrong_item,813.34
491,2913.0,2024-12-26,changed_mind,375.94
492,5403.0,2024-09-21,defective,207.68
493,414.0,2025-09-28,changed_mind,1120.37
494,1764.0,2025-12-06,defective,315.71
495,3551.0,2026-03-23,damaged,160.83
496,6224.0,2026-03-10,wrong_item,312.26
497,4244.0,2026-02-17,changed_mind,22.68
498,7260.0,2024-07-25,changed_mind,388.09
499,7013.0,2025-01-27,damaged,212.11
500,6480.0,2025-10-07,wrong_item,290.11
501,9437.0,2025-08-17,changed_mind,1374.91
502,,2024-11-17,defective,38.32
503,8214.0,2025-04-18,damaged,1416.44
504,3388.0,2025-05-23,defective,1773.66
505,3305.0,2024-08-20,wrong_item,486.42
506,7488.0,2025-12-26,wrong_item,206.43
507,4770.0,2020-01-01 00:00:00,changed_mind,4062.29
508,2953.0,2025-07-24,changed_mind,798.26
509,7569.0,2025-10-19,wrong_item,2269.96
510,382.0,2024-10-02,changed_mind,111.3
511,1822.0,2024-07-05,wrong_item,95.8
512,2818.0,2024-11-09,changed_mind,139.8
513,6430.0,2024-12-20,damaged,311.58
514,7711.0,2026-03-09,wrong_item,941.63
515,6938.0,2025-11-25,wrong_item,1959.04
516,903.0,2026-01-04,defective,1501.09
517,7854.0,2025-11-11,wrong_item,1451.06
518,1070.0,2024-06-05,damaged,1471.57
519,5888.0,2024-08-19,defective,3315.56
520,9346.0,2025-08-19,changed_mind,756.15
521,6530.0,2025-11-19,changed_mind,193.63
522,4006.0,2025-07-15,wrong_item,806.36
523,828.0,2024-11-24,damaged,980.74
524,9693.0,2025-04-15,damaged,40.84
525,3389.0,2025-07-17,defective,626.8
526,4740.0,2025-05-21,defective,2322.96
527,8157.0,2024-09-12,wrong_item,1011.58
528,2495.0,2025-10-07,wrong_item,560.97
529,5713.0,2025-07-04,damaged,1030.21
530,1493.0,2025-06-11,damaged,79.76
531,5588.0,2026-02-19,defective,1505.21
532,6993.0,2025-12-26,defective,10.5
533,1863.0,2024-11-13,wrong_item,828.39
534,1753.0,2024-11-20,damaged,3273.07
535,5934.0,2024-12-01,damaged,645.13
536,5162.0,2024-08-17,changed_mind,36.02
537,2725.0,2026-01-21,defective,552.71
538,1248.0,2024-11-08,defective,1350.13
539,1530.0,2025-05-01,wrong_item,243.68
540,2071.0,2025-04-21,wrong_item,256.58
541,7435.0,2025-01-20,defective,411.61
542,1185.0,2026-03-16,wrong_item,1629.1
543,3836.0,2024-06-20,defective,1663.06
544,,2026-01-12,wrong_item,33.61
545,3463.0,2025-02-26,wrong_item,583.27
546,3826.0,2024-12-24,changed_mind,1622.66
547,5094.0,2024-04-20,defective,197.43
548,4276.0,2025-07-09,changed_mind,943.07
549,4355.0,2024-04-27,damaged,101.28
550,9245.0,2026-03-18,wrong_item,1269.55
551,9583.0,2024-05-06,wrong_item,190.05
552,9804.0,2025-11-29,changed_mind,435.92
553,317.0,2025-03-30,changed_mind,3115.46
554,7784.0,2024-10-03,changed_mind,446.77
555,1651.0,2020-01-01 00:00:00,defective,801.1
556,8536.0,2025-10-26,changed_mind,334.2
557,1023.0,2025-09-24,damaged,86.61
558,3166.0,2024-12-04,wrong_item,23.1
559,5657.0,2024-11-26,defective,1125.68
560,6167.0,2025-04-12,wrong_item,88.94
561,4131.0,2024-08-26,wrong_item,1545.51
562,,2024-06-02,defective,40.88
563,1586.0,2024-09-03,damaged,1006.14
564,6077.0,2024-10-27,wrong_item,524.48
565,639.0,2026-03-24,wrong_item,125.24
566,5091.0,2025-11-30,wrong_item,294.5
567,,2025-09-19,wrong_item,23.93
568,,2026-01-01,changed_mind,24.27
569,79.0,2020-01-01 00:00:00,changed_mind,588.48
570,1681.0,2024-05-03,damaged,902.75
571,419.0,2024-08-28,changed_mind,1737.22
572,1859.0,2024-09-10,wrong_item,721.65
573,2249.0,2025-03-10,wrong_item,1330.55
574,9060.0,2024-12-11,wrong_item,200.93
575,3258.0,2025-07-01,changed_mind,707.04
576,9386.0,2025-03-12,damaged,140.08
577,3041.0,2024-07-27,wrong_item,1343.78
578,3232.0,2025-09-29,defective,6493.28
579,562.0,2020-01-01 00:00:00,changed_mind,910.09
580,9527.0,2025-02-13,defective,4691.77
581,7527.0,2025-06-12,damaged,366.83
582,2008.0,2024-11-30,damaged,563.93
583,5228.0,2025-06-14,damaged,2247.69
584,5050.0,2025-03-14,wrong_item,991.12
585,9160.0,2024-07-27,damaged,135.38
586,3159.0,2024-12-11,wrong_item,24.49
587,8633.0,2024-04-12,changed_mind,10.45
588,9118.0,2025-10-06,defective,1117.7
589,5061.0,2026-03-14,changed_mind,110.07
590,3767.0,2025-06-05,changed_mind,193.4
591,906.0,2024-10-19,wrong_item,4852.36
592,9540.0,2026-02-24,defective,182.37
593,1876.0,2026-03-27,damaged,617.89
594,9052.0,2024-07-10,wrong_item,93.04
595,6837.0,2025-10-20,wrong_item,1596.59
596,6353.0,2020-01-01 00:00:00,damaged,281.79
597,4465.0,2026-01-28,damaged,187.55
598,6031.0,2025-02-06,wrong_item,494.95
599,3375.0,2025-01-18,defective,1463.99
600,623.0,2025-09-11,wrong_item,206.52
601,,2025-03-09,wrong_item,22.63
602,5577.0,2025-07-17,changed_mind,289.83
603,3898.0,2025-01-29,damaged,731.76
604,1702.0,2020-01-01 00:00:00,damaged,988.55
605,7090.0,2025-01-11,wrong_item,213.63
