order_id,customer_id,order_date,status,total_amount
509,900,2026-03-03,cancelled,1226.27
510,518,2025-10-07,completed,2711.53
511,142,2025-10-09,completed,974.11
512,395,2024-06-03,completed,0.0
513,236,2025-09-14,completed,1501.24
514,190,2024-12-22,completed,1218.66
516,478,2025-12-13,completed,1436.35
517,739,2025-06-24,returned,8041.98
518,689,2025-04-24,completed,572.74
519,652,2025-11-05,returned,748.4
520,403,2024-08-26,completed,811.29
521,994,2024-09-30,cancelled,3457.92
522,729,2025-05-17,completed,871.35
523,414,2025-10-29,completed,533.69
524,467,2025-09-19,completed,1888.73
525,403,2024-07-09,completed,2232.93
526,463,2024-09-03,cancelled,744.01
527,212,2025-08-30,cancelled,3364.63
528,909,2024-12-12,completed,1340.85
529,602,2026-01-06,completed,9875.96
530,274,2024-05-25,completed,1233.03
531,25,2024-07-28,completed,257.0
532,945,2024-07-31,completed,848.48
533,402,2025-12-08,completed,2355.88
534,848,2024-08-03,completed,175.35
535,86,2025-03-11,completed,2651.8
536,163,2025-09-02,cancelled,2508.88
537,162,2025-07-04,returned,2986.08
538,211,2024-04-02,cancelled,409.98
539,248,2024-07-15,completed,1888.47
540,851,2024-07-25,completed,844.8
541,860,2024-12-31,completed,309.98
542,869,2025-06-05,completed,843.46
543,538,2024-05-07,completed,1224.84
544,759,2024-05-09,cancelled,456.66
545,161,2024-09-13,completed,157.25
546,940,2026-01-11,completed,1591.92
547,58,2026-02-25,completed,861.41
548,878,2024-05-30,completed,1825.49
549,48,2025-04-07,completed,936.0
550,822,2025-08-31,completed,2079.98
551,424,2025-10-29,completed,814.56
552,118,2025-06-02,completed,511.96
553,671,2024-12-19,completed,253.94
554,505,2024-04-02,completed,163.44
556,787,2025-09-27,completed,645.22
557,774,2025-07-02,completed,4219.0
558,737,2024-04-18,completed,1415.47
559,796,2024-09-15,cancelled,555.09
560,189,2024-05-18,returned,243.96
561,8,2024-06-30,returned,1260.45
562,721,2025-06-19,returned,2189.64
563,392,2024-03-27,completed,176.35
564,351,2026-02-22,completed,2296.91
565,73,2026-02-16,completed,9777.66
566,987,2024-06-03,completed,142.16
567,616,2025-09-07,completed,1516.56
568,877,2024-11-20,cancelled,978.28
570,383,2024-08-12,cancelled,965.04
571,780,2025-03-04,cancelled,828.28
572,300,2025-05-03,completed,1437.56
573,235,2025-02-05,completed,527.31
574,607,2024-07-15,cancelled,267.85
575,949,2024-11-15,completed,449.72
576,25,2024-07-08,completed,3691.74
577,319,2024-04-27,completed,1413.12
578,564,2025-08-05,completed,6011.36
579,452,2025-06-19,cancelled,622.62
580,347,2024-06-15,completed,169.74
581,843,2025-11-11,returned,0.0
582,396,2024-06-01,completed,280.59
583,358,2024-10-20,completed,2006.64
584,749,2025-03-26,cancelled,2903.4
585,223,2025-11-19,cancelled,121.34
586,746,2024-06-29,completed,1865.99
587,547,2026-01-13,cancelled,2143.82
588,531,2024-04-04,completed,4087.48
589,795,2025-01-24,completed,2998.26
590,230,2024-07-03,returned,2051.84
591,442,2025-07-10,completed,60.22
592,710,2024-08-30,completed,2070.41
593,929,2025-12-20,completed,2306.19
594,531,2024-12-24,completed,2136.39
595,62,2025-12-24,completed,450.49
596,640,2025-11-09,cancelled,4914.87
597,839,2024-06-08,completed,4104.53
598,812,2024-07-19,completed,1898.66
599,131,2024-06-06,returned,804.83
600,143,2024-05-31,returned,1332.14
601,677,2026-02-14,completed,642.84
602,923,2024-12-04,completed,247.46
603,290,2025-06-11,completed,3173.58
604,212,2024-06-12,completed,910.08
605,380,2026-01-21,returned,638.27
606,73,2026-01-19,completed,5916.43
607,31,2026-01-01,cancelled,1243.19
608,135,2025-06-02,completed,1050.7
609,86,2024-07-26,completed,1310.64
610,775,2025-04-09,cancelled,3251.77
611,306,2025-05-30,completed,6808.29
612,638,2025-07-27,completed,192.36
613,415,2024-07-05,completed,124.62
614,447,2025-07-18,completed,1760.52
615,70,2024-10-24,cancelled,362.92
616,171,2025-11-05,completed,1451.52
617,422,2024-11-27,completed,21.63
618,155,2024-06-01,cancelled,2584.73
619,687,2026-01-16,completed,138.62
620,329,2025-07-14,cancelled,1415.88
621,883,2026-01-28,cancelled,296.48
622,79,2025-10-31,completed,999.12
623,752,2025-08-19,completed,452.04
624,217,2024-05-12,returned,539.25
625,112,2024-03-19,completed,1873.02
627,338,2024-07-04,completed,4135.3
628,555,2025-07-10,completed,3048.76
629,157,2024-11-07,completed,1972.43
631,617,2025-08-27,completed,1854.96
632,673,2025-10-13,completed,444.8
633,751,2025-03-02,completed,1750.98
634,446,2024-05-06,completed,139.6
635,997,2025-05-14,completed,416.53
636,222,2026-02-17,completed,4541.49
637,771,2024-10-07,cancelled,669.7
639,38,2026-03-15,completed,467.86
640,760,2024-07-28,completed,965.5
641,84,2024-12-24,returned,516.0
642,620,2024-11-06,completed,2278.0
643,960,2025-01-21,completed,206.19
644,528,2025-08-06,completed,248.52
645,122,2025-01-14,completed,62.16
646,74,2025-10-19,completed,257.16
647,514,2024-11-16,completed,6751.79
648,923,2025-10-25,completed,791.49
649,968,2025-07-09,completed,1039.75
650,963,2024-09-13,completed,178.74
651,426,2025-01-18,completed,1883.6
652,217,2025-03-16,completed,3349.08
653,646,2025-04-12,cancelled,747.05
655,709,2025-11-08,completed,708.33
656,33,2024-12-24,completed,178.96
657,106,2025-05-16,completed,1875.1
658,942,2025-01-20,completed,1963.65
659,196,2025-05-14,completed,6069.5
660,325,2025-08-06,completed,833.72
661,289,2025-09-15,completed,1046.42
662,759,2025-08-13,returned,1260.9
663,945,2024-09-05,cancelled,800.73
664,499,2024-03-20,cancelled,1401.66
665,358,2026-03-14,completed,1152.0
666,999,2024-03-30,completed,6353.2
667,349,2025-04-30,completed,48.93
668,251,2026-02-16,completed,9042.32
669,751,2026-01-20,returned,464.64
670,994,2024-04-30,completed,1490.2
671,340,2024-11-28,cancelled,1143.8
672,639,2025-11-28,returned,2352.36
673,321,2025-12-11,completed,1680.99
674,204,2025-11-06,cancelled,2567.9
675,225,2024-10-19,completed,83.75
676,302,2024-07-01,returned,370.92
677,448,2025-12-01,returned,918.86
678,986,2026-02-26,cancelled,59.72
679,961,2026-01-14,completed,271.74
680,269,2024-09-11,completed,643.7
681,82,2025-11-13,completed,392.32
682,561,2024-04-27,completed,495.44
683,412,2024-06-26,completed,742.64
684,408,2026-02-19,completed,8434.12
685,424,2025-08-14,completed,1423.8
686,330,2024-12-18,completed,937.72
688,853,2026-02-21,completed,7317.2
689,106,2024-12-14,completed,587.97
690,759,2025-08-12,completed,2211.97
691,977,2025-07-15,completed,873.96
692,315,2024-05-10,completed,1164.27
693,894,2025-11-20,completed,941.56
695,925,2024-04-09,completed,4734.2
696,582,2024-12-09,cancelled,4779.14
697,104,2024-05-14,completed,4726.3
698,157,2024-05-13,completed,507.81
699,673,2025-05-08,completed,181.22
700,442,2025-11-02,cancelled,654.94
701,627,2024-07-05,completed,6788.39
702,895,2024-07-29,completed,2070.39
705,899,2025-08-10,completed,2116.05
706,203,2024-10-22,completed,6917.1
707,197,2025-01-12,returned,2855.52
708,599,2024-11-19,completed,2489.39
709,560,2025-10-10,completed,2167.13
710,299,2025-08-08,completed,2899.69
711,740,2024-10-13,completed,6470.25
712,224,2024-07-09,completed,349.05
713,480,2025-12-22,completed,8258.74
714,711,2024-04-10,completed,1421.56
715,544,2025-09-18,completed,2742.89
716,643,2025-03-20,cancelled,1786.05
717,521,2024-03-25,completed,8127.16
718,811,2025-11-16,completed,1470.09
719,867,2025-07-28,completed,776.57
720,474,2025-12-18,completed,2453.22
721,179,2025-04-27,completed,1706.65
722,44,2025-11-14,completed,1601.9
723,164,2026-01-18,completed,1860.53
724,414,2025-03-19,cancelled,341.38
725,568,2025-08-18,completed,1375.6
726,927,2025-01-21,returned,3715.22
727,532,2024-07-10,returned,560.84
728,19,2026-02-27,returned,786.45
729,509,2025-04-03,cancelled,865.32
730,12,2026-03-02,returned,1175.15
731,197,2024-06-17,returned,4043.45
732,908,2024-08-19,completed,1227.34
733,789,2025-06-13,cancelled,1490.45
734,80,2024-08-25,completed,1716.6
736,615,2025-09-14,completed,1385.76
738,155,2025-11-23,completed,1216.19
739,701,2025-11-04,cancelled,72.78
741,722,2024-11-01,completed,363.56
742,510,2025-06-30,returned,2009.68
743,133,2025-11-12,completed,541.21
744,732,2024-07-16,completed,563.14
745,377,2025-10-26,completed,2965.64
747,521,2024-08-07,completed,671.79
748,734,2024-06-05,cancelled,80.2
749,656,2024-05-13,cancelled,1594.84
750,378,2025-06-01,completed,5230.2
753,96,2024-10-10,returned,4501.4
754,691,2025-04-17,completed,1740.62
755,450,2024-05-04,completed,5399.47
756,90,2025-05-28,completed,4014.5
758,73,2024-10-29,cancelled,1119.48
759,142,2025-04-25,completed,2260.07
760,284,2025-06-27,cancelled,872.06
761,730,2024-04-10,cancelled,3483.53
762,520,2024-09-30,completed,402.18
763,800,2026-03-01,completed,1951.8
764,954,2025-05-04,completed,2153.01
765,352,2025-05-04,completed,6877.03
766,886,2025-10-16,completed,1800.05
767,270,2024-04-20,completed,671.78
768,154,2024-11-02,completed,3358.44
769,542,2026-02-05,completed,705.51
770,286,2024-03-24,completed,5426.87
771,688,2024-12-03,completed,188.54
772,414,2024-10-10,completed,511.56
773,426,2025-01-03,completed,220.46
774,33,2024-08-07,completed,2436.2
775,327,2025-09-18,completed,6562.18
776,651,2025-08-30,completed,617.72
777,451,2026-02-27,completed,805.37
778,249,2025-08-13,completed,610.84
779,764,2024-05-28,completed,2176.0
780,811,2025-01-09,completed,84.52
781,206,2025-09-11,completed,3217.83
782,593,2024-05-30,completed,3173.32
783,756,2025-10-29,completed,3437.6
784,344,2024-07-05,completed,6911.32
785,98,2025-05-21,returned,3525.21
786,783,2024-12-22,completed,180.06
788,602,2025-11-30,completed,4027.44
790,787,2024-07-06,returned,190.62
791,984,2025-02-19,completed,1263.31
792,982,2025-12-25,completed,393.24
793,960,2024-05-25,completed,6785.56
794,547,2025-08-25,completed,1280.78
795,93,2025-12-24,completed,2983.18
796,988,2025-10-29,completed,1658.45
797,104,2025-07-09,completed,789.49
798,844,2025-10-01,completed,369.65
800,979,2026-02-20,completed,6176.84
801,208,2025-03-30,returned,1814.03
