item_id,order_id,product_id,quantity,unit_price,line_total
82,36,107,5,63.69,318.45
83,37,195,1,371.85,371.85
84,37,68,3,132.88,398.64
85,37,112,1,187.01,187.01
86,38,141,3,1066.71,3200.13
87,38,143,2,214.78,429.56
88,38,111,2,27.47,54.94
89,39,8,4,395.2,1580.8
90,39,72,1,41.19,41.19
91,40,7,5,100.57,502.85
92,40,80,5,197.06,985.3
93,40,157,5,188.45,942.25
94,40,195,5,358.5,1792.5
95,41,83,3,321.55,964.65
96,42,66,4,98.64,394.56
98,42,197,4,52.69,210.76
99,43,174,4,48.35,193.4
100,44,193,2,58.68,117.36
101,45,41,5,256.39,1281.95
102,46,69,4,119.42,477.68
103,47,72,4,47.48,189.92
105,47,56,4,563.54,2254.16
106,48,93,3,145.73,437.19
107,49,69,2,128.15,256.3
109,49,117,1,169.9,169.9
110,50,32,4,826.52,3306.08
111,51,161,3,33.1,99.3
112,52,197,2,58.88,117.76
113,53,47,3,16.26,48.78
114,54,23,4,188.21,752.84
115,54,47,4,15.89,63.56
116,54,72,5,47.16,235.8
117,54,99,5,269.61,1348.05
118,55,58,4,119.38,477.52
119,55,156,4,280.32,1121.28
120,55,163,5,21.89,109.45
121,56,23,5,184.7,923.5
122,56,87,1,73.59,73.59
123,56,55,4,107.77,431.08
124,57,148,4,109.18,436.72
125,57,105,3,159.39,478.17
127,61,104,5,840.38,4201.9
128,61,191,1,263.28,263.28
129,62,55,2,117.23,234.46
130,62,37,5,131.86,659.3
131,62,75,4,177.23,708.92
132,62,191,3,258.22,774.66
133,63,142,4,111.27,445.08
135,63,156,5,281.2,1406.0
139,66,180,2,410.35,820.7
140,66,182,3,62.47,187.41
141,66,74,3,54.42,163.26
142,67,193,5,57.44,287.2
143,67,97,3,1219.44,3658.32
144,67,120,1,75.39,75.39
145,67,92,2,169.78,339.56
146,68,132,2,614.01,1228.02
147,69,136,5,226.61,1133.05
148,70,182,5,64.18,320.9
149,70,39,1,20.04,20.04
150,70,197,1,57.47,57.47
151,71,83,5,339.0,1695.0
152,71,79,5,496.83,2484.15
153,72,146,5,19.82,99.1
154,72,173,5,224.83,1124.15
155,72,162,3,146.3,438.9
156,72,152,4,93.22,372.88
157,73,110,3,357.83,1073.49
158,73,111,3,30.3,90.9
159,73,81,4,33.3,133.2
161,74,51,5,85.01,425.05
162,74,106,3,204.39,613.17
163,75,154,5,41.82,209.1
165,77,114,5,106.34,531.7
166,77,30,3,60.45,181.35
167,78,73,3,89.18,267.54
168,79,136,4,226.72,906.88
169,80,72,5,41.12,205.6
170,80,152,4,82.09,328.36
171,80,8,3,376.76,1130.28
172,81,2,2,30.03,60.06
173,81,69,2,130.27,260.54
174,82,111,5,30.39,151.95
175,82,8,3,376.55,1129.65
176,82,87,1,72.7,72.7
177,83,30,3,55.51,166.53
179,84,27,4,12.62,50.48
180,84,176,2,283.28,566.56
181,84,179,2,81.88,163.76
182,85,188,1,276.92,276.92
183,86,149,5,791.66,3958.3
184,86,73,3,89.3,267.9
185,86,183,4,301.66,1206.64
187,87,138,3,69.7,209.1
188,87,186,1,1122.28,1122.28
189,88,137,1,1013.25,1013.25
190,88,55,3,121.78,365.34
191,88,88,3,317.54,952.62
192,88,129,4,1184.32,4737.28
195,90,58,2,119.72,239.44
196,90,163,2,21.71,43.42
197,90,184,3,7.37,22.11
198,91,11,5,329.61,1648.05
199,91,36,2,323.26,646.52
200,91,108,3,99.18,297.54
202,93,18,5,179.32,896.6
203,93,176,3,271.34,814.02
204,93,125,3,327.77,983.31
205,94,123,4,602.53,2410.12
206,95,134,3,56.69,170.07
207,95,93,1,145.3,145.3
208,95,43,5,423.05,2115.25
209,96,124,2,90.91,181.82
210,96,4,2,36.54,73.08
211,97,95,2,428.87,857.74
212,97,107,5,72.9,364.5
213,98,53,4,74.71,298.84
214,99,72,2,46.67,93.34
215,99,135,4,51.74,206.96
216,99,59,5,1073.58,5367.9
217,99,65,3,14.95,44.85
218,100,3,2,1215.37,2430.74
219,100,107,1,67.83,67.83
220,100,20,5,535.17,2675.85
223,102,186,1,1119.84,1119.84
224,102,150,1,15.0,15.0
225,102,87,1,75.73,75.73
226,102,178,2,429.91,859.82
227,103,105,5,142.88,714.4
228,103,144,3,55.3,165.9
229,103,196,1,86.14,86.14
230,104,24,5,90.62,453.1
231,104,54,4,433.7,1734.8
232,104,21,4,75.6,302.4
234,106,119,2,128.12,256.24
235,108,187,2,369.42,738.84
236,108,118,2,49.79,99.58
237,108,170,5,226.69,1133.45
238,108,94,3,152.56,457.68
239,109,162,3,163.16,489.48
240,109,126,3,54.44,163.32
241,109,29,5,47.24,236.2
242,109,83,3,318.32,954.96
243,110,144,2,54.04,108.08
244,110,17,5,159.97,799.85
245,110,147,4,944.78,3779.12
246,110,119,3,142.68,428.04
247,111,1,5,86.52,432.6
248,112,9,2,1239.77,2479.54
249,112,67,2,25.63,51.26
250,112,150,3,14.86,44.58
251,112,11,3,313.89,941.67
252,114,22,3,18.6,55.8
253,115,74,2,59.1,118.2
254,115,76,5,16.48,82.4
255,115,144,2,54.1,108.2
256,116,190,4,106.19,424.76
257,117,98,3,141.86,425.58
258,118,26,1,288.07,288.07
259,119,159,3,66.68,200.04
260,119,101,2,118.15,236.3
261,119,74,1,54.43,54.43
262,119,39,1,21.46,21.46
263,120,102,4,36.48,145.92
265,120,14,2,168.96,337.92
269,122,167,1,1005.82,1005.82
270,122,104,2,804.77,1609.54
271,122,198,2,59.98,119.96
272,123,193,4,57.37,229.48
273,124,156,4,282.48,1129.92
274,125,29,5,49.55,247.75
275,125,126,1,60.89,60.89
276,125,118,5,51.52,257.6
277,125,157,1,182.6,182.6
278,126,138,3,64.11,192.33
279,126,55,5,122.88,614.4
280,126,30,4,55.19,220.76
281,126,154,3,41.76,125.28
282,127,170,2,208.04,416.08
283,127,15,2,381.63,763.26
284,127,28,2,198.1,396.2
285,127,161,1,36.34,36.34
287,128,50,1,142.19,142.19
290,129,123,2,601.73,1203.46
291,129,72,5,43.82,219.1
292,130,97,3,1181.94,3545.82
294,130,26,1,283.4,283.4
295,130,58,5,132.99,664.95
296,131,62,2,17.22,34.44
297,131,104,4,846.04,3384.16
298,131,58,5,138.06,690.3
299,131,102,1,36.59,36.59
301,132,173,3,250.58,751.74
302,132,1,3,85.27,255.81
303,133,165,1,77.18,77.18
304,133,175,4,7.16,28.64
305,133,57,2,107.4,214.8
306,133,104,4,810.88,3243.52
307,134,34,4,67.35,269.4
308,134,58,1,119.33,119.33
309,134,47,5,15.55,77.75
310,134,190,5,109.33,546.65
311,135,168,2,69.43,138.86
312,136,15,5,398.59,1992.95
313,136,132,1,662.7,662.7
314,137,24,1,95.54,95.54
315,137,21,5,70.04,350.2
316,137,106,4,201.57,806.28
317,137,10,1,97.25,97.25
318,138,126,1,62.11,62.11
319,138,17,3,160.25,480.75
320,138,119,3,143.23,429.69
321,139,136,3,212.7,638.1
322,139,160,5,293.39,1466.95
323,139,116,4,1250.66,5002.64
324,139,31,1,132.54,132.54
325,140,30,4,54.73,218.92
326,140,117,5,177.17,885.85
327,140,110,2,358.82,717.64
328,141,121,4,59.29,237.16
329,141,96,4,64.43,257.72
330,141,149,5,883.86,4419.3
331,142,117,3,185.85,557.55
332,143,144,2,60.05,120.1
333,143,194,3,6.06,18.18
334,143,91,4,67.38,269.52
335,143,65,1,16.84,16.84
336,144,102,1,38.98,38.98
338,144,49,3,140.23,420.69
339,145,61,2,109.93,219.86
340,146,82,5,1468.19,7340.95
341,146,179,4,79.97,319.88
342,147,157,3,173.44,520.32
343,147,111,3,28.59,85.77
344,147,102,5,38.48,192.4
345,148,64,3,1250.3,3750.9
346,149,82,1,1330.95,1330.95
347,149,63,4,34.84,139.36
348,150,81,2,35.68,71.36
350,151,176,4,287.14,1148.56
351,151,52,3,148.85,446.55
352,152,104,2,735.82,1471.64
353,152,141,2,1017.78,2035.56
354,152,21,1,67.03,67.03
356,153,164,1,49.92,49.92
357,153,186,5,1244.88,6224.4
358,154,174,4,55.76,223.04
359,155,40,4,210.16,840.64
360,156,99,5,271.01,1355.05
363,158,161,1,32.45,32.45
364,158,81,2,34.8,69.6
365,158,148,4,100.61,402.44
366,159,95,5,412.06,2060.3
367,160,145,5,29.27,146.35
368,160,94,3,137.79,413.37
369,160,25,1,26.39,26.39
370,161,186,1,1120.68,1120.68
372,162,135,4,48.87,195.48
373,162,41,1,283.02,283.02
374,162,111,4,28.05,112.2
375,162,126,1,61.63,61.63
376,163,86,2,222.74,445.48
377,164,6,2,818.41,1636.82
378,164,152,4,87.17,348.68
379,165,18,5,164.09,820.45
380,165,176,3,296.74,890.22
381,166,3,1,1346.59,1346.59
382,166,184,2,7.07,14.14
383,166,128,5,203.59,1017.95
384,166,142,5,104.67,523.35
385,167,153,1,373.18,373.18
386,167,194,4,6.79,27.16
387,168,149,2,844.23,1688.46
388,169,169,5,413.6,2068.0
389,170,55,1,112.64,112.64
390,171,109,3,120.17,360.51
391,171,65,1,16.74,16.74
392,172,185,3,86.31,258.93
393,173,71,2,490.51,981.02
394,173,158,1,1152.26,1152.26
395,173,30,1,54.03,54.03
396,174,132,3,620.21,1860.63
397,175,172,1,88.06,88.06
398,176,77,4,514.16,2056.64
399,176,107,5,69.45,347.25
400,176,109,2,114.4,228.8
401,177,176,1,262.95,262.95
402,177,181,3,34.26,102.78
403,177,102,4,33.87,135.48
404,178,179,2,73.76,147.52
405,178,4,3,35.52,106.56
406,178,5,5,455.66,2278.3
407,179,157,4,194.89,779.56
408,179,85,4,444.73,1778.92
409,180,98,3,149.46,448.38
410,180,3,5,1324.94,6624.7
411,180,193,1,56.39,56.39
412,181,149,1,863.1,863.1
413,182,64,2,1209.82,2419.64
414,182,148,2,100.93,201.86
415,182,195,3,395.2,1185.6
416,183,1,2,85.87,171.74
417,183,98,5,145.68,728.4
418,183,170,5,214.97,1074.85
419,184,7,2,97.7,195.4
420,185,50,4,131.94,527.76
421,186,148,1,104.76,104.76
422,186,145,1,30.65,30.65
423,186,193,3,57.03,171.09
424,186,184,3,7.38,22.14
426,188,128,4,190.69,762.76
428,190,97,2,1167.15,2334.3
429,191,99,1,264.39,264.39
430,191,63,5,35.09,175.45
431,191,144,2,61.87,123.74
432,192,71,2,483.59,967.18
433,192,99,5,258.76,1293.8
434,193,48,4,244.97,979.88
435,193,131,3,685.33,2055.99
436,193,125,2,312.81,625.62
437,194,70,1,170.7,170.7
438,194,142,3,101.97,305.91
439,194,54,2,458.02,916.04
440,195,184,2,7.41,14.82
441,195,145,2,32.1,64.2
442,195,100,4,141.73,566.92
443,195,116,4,1343.35,5373.4
444,196,73,5,79.9,399.5
445,196,121,5,62.06,310.3
446,196,29,4,46.81,187.24
447,197,153,4,367.59,1470.36
448,197,137,3,972.03,2916.09
449,197,94,4,139.27,557.08
450,198,14,2,152.97,305.94
451,198,42,3,129.28,387.84
452,198,162,4,157.94,631.76
453,198,32,4,930.52,3722.08
454,199,48,2,224.54,449.08
455,199,156,5,297.64,1488.2
456,199,59,1,939.08,939.08
457,199,143,2,229.94,459.88
458,200,191,5,261.31,1306.55
459,200,10,4,93.91,375.64
460,200,22,2,17.92,35.84
461,201,164,3,49.83,149.49
462,201,181,4,37.19,148.76
463,201,145,2,30.22,60.44
464,201,19,2,255.16,510.32
465,202,166,3,339.17,1017.51
466,202,200,4,181.75,727.0
467,203,139,3,1387.0,4161.0
468,203,174,2,54.78,109.56
469,204,50,4,141.41,565.64
470,204,74,3,54.62,163.86
472,206,137,1,968.42,968.42
473,206,143,4,248.41,993.64
475,208,125,1,307.81,307.81
476,208,44,3,1077.25,3231.75
477,209,79,1,451.65,451.65
478,209,29,3,45.13,135.39
479,209,32,1,832.32,832.32
480,210,72,4,45.75,183.0
481,210,175,1,7.19,7.19
482,210,178,3,434.0,1302.0
483,211,11,2,314.51,629.02
484,211,91,5,65.45,327.25
485,211,123,4,559.24,2236.96
486,212,36,4,342.03,1368.12
487,213,151,1,121.34,121.34
488,213,117,1,181.7,181.7
489,213,4,1,38.64,38.64
490,213,106,1,207.26,207.26
492,214,34,3,63.88,191.64
493,215,30,3,52.52,157.56
494,215,20,4,507.72,2030.88
495,215,114,5,96.8,484.0
496,216,164,4,51.47,205.88
497,216,20,2,476.75,953.5
498,216,189,5,179.58,897.9
499,216,11,1,314.96,314.96
500,217,169,1,388.15,388.15
501,218,83,3,315.11,945.33
502,218,82,2,1407.88,2815.76
503,218,123,2,577.13,1154.26
504,219,184,4,6.77,27.08
505,220,41,5,269.56,1347.8
506,220,15,1,422.71,422.71
507,220,12,4,12.25,49.0
508,220,29,1,48.79,48.79
509,221,48,1,248.73,248.73
510,221,157,1,197.07,197.07
511,221,164,4,48.58,194.32
513,222,150,3,17.01,51.03
514,222,11,4,297.35,1189.4
516,222,173,1,234.9,234.9
517,223,160,1,293.53,293.53
518,223,185,2,78.88,157.76
519,225,90,2,116.22,232.44
520,225,28,4,199.53,798.12
521,225,40,2,201.05,402.1
523,226,43,2,452.82,905.64
524,226,157,2,182.7,365.4
525,226,62,4,18.11,72.44
526,227,90,5,116.18,580.9
527,227,96,4,64.47,257.88
528,228,170,1,219.96,219.96
529,228,37,3,143.12,429.36
530,229,172,4,97.29,389.16
531,229,84,4,188.34,753.36
532,230,113,4,321.79,1287.16
533,230,53,2,72.78,145.56
534,231,4,4,36.2,144.8
535,231,26,3,323.78,971.34
536,232,71,5,537.59,2687.95
537,233,121,5,61.07,305.35
538,233,95,1,383.72,383.72
539,233,5,5,431.13,2155.65
540,234,45,1,146.12,146.12
541,234,28,5,214.09,1070.45
542,234,108,5,102.46,512.3
546,237,8,4,385.2,1540.8
547,238,22,4,17.84,71.36
548,238,55,4,123.56,494.24
550,239,92,3,190.32,570.96
551,239,2,5,27.12,135.6
552,239,91,5,71.65,358.25
553,240,109,1,118.01,118.01
554,240,40,3,199.88,599.64
559,242,82,4,1353.8,5415.2
560,242,99,5,296.38,1481.9
561,243,9,1,1202.3,1202.3
562,244,102,4,39.13,156.52
563,245,28,2,211.23,422.46
564,245,117,5,186.88,934.4
565,246,140,5,89.12,445.6
567,247,175,5,6.59,32.95
568,248,116,1,1290.35,1290.35
570,250,162,4,168.4,673.6
571,250,178,3,390.34,1171.02
572,251,145,1,31.5,31.5
573,251,78,1,160.31,160.31
574,252,109,5,107.24,536.2
575,252,10,4,91.88,367.52
576,253,188,5,256.52,1282.6
577,254,26,4,307.14,1228.56
578,255,164,3,48.37,145.11
579,255,86,5,214.48,1072.4
580,255,124,1,103.53,103.53
581,257,139,4,1369.94,5479.76
582,258,96,5,70.03,350.15
583,258,174,3,52.64,157.92
584,258,119,5,128.4,642.0
585,259,158,4,1080.94,4323.76
586,259,74,3,56.67,170.01
587,260,109,3,113.89,341.67
588,260,78,4,148.72,594.88
589,260,180,4,389.15,1556.6
590,260,27,5,13.66,68.3
591,261,14,4,174.59,698.36
592,262,92,1,184.18,184.18
593,262,4,1,35.31,35.31
594,262,115,3,65.6,196.8
595,263,139,5,1205.43,6027.15
596,263,194,5,5.88,29.4
597,263,150,3,15.93,47.79
598,264,128,4,187.93,751.72
599,265,139,4,1250.43,5001.72
600,266,146,3,19.91,59.73
601,267,177,4,22.98,91.92
602,268,2,5,30.82,154.1
603,268,36,3,325.73,977.19
604,268,162,1,148.63,148.63
605,269,100,5,144.32,721.6
606,269,154,1,39.38,39.38
607,269,30,1,52.38,52.38
608,270,15,3,419.93,1259.79
609,271,103,3,161.14,483.42
610,272,181,2,35.83,71.66
611,272,108,3,99.79,299.37
612,272,65,4,16.41,65.64
613,273,2,5,27.55,137.75
614,273,143,3,219.4,658.2
615,273,29,5,49.22,246.1
616,273,75,1,155.68,155.68
617,274,163,5,21.8,109.0
618,274,36,5,352.13,1760.65
619,274,86,1,231.19,231.19
620,274,99,2,285.8,571.6
621,275,151,2,128.6,257.2
622,275,184,1,7.02,7.02
624,275,115,1,61.62,61.62
625,276,70,5,170.17,850.85
626,276,13,1,53.77,53.77
627,276,1,5,90.48,452.4
628,277,78,1,161.37,161.37
629,278,39,3,18.59,55.77
630,278,153,3,387.93,1163.79
631,278,152,2,86.8,173.6
632,279,23,4,189.27,757.08
633,279,78,4,151.85,607.4
634,280,26,3,279.18,837.54
635,281,46,4,73.15,292.6
636,282,69,1,128.03,128.03
637,283,148,5,117.53,587.65
638,284,149,2,801.08,1602.16
639,284,18,4,181.13,724.52
640,284,47,3,17.18,51.54
641,284,197,4,56.13,224.52
642,286,74,5,61.3,306.5
643,286,185,3,88.04,264.12
644,287,110,1,385.62,385.62
645,287,181,4,35.13,140.52
646,287,58,5,135.77,678.85
647,287,66,5,101.46,507.3
648,288,120,3,78.33,234.99
649,288,134,1,59.3,59.3
650,289,110,4,382.71,1530.84
652,290,172,4,94.22,376.88
653,290,6,5,765.61,3828.05
654,291,11,1,293.22,293.22
655,291,41,4,266.05,1064.2
656,291,134,2,58.21,116.42
657,291,128,2,184.98,369.96
658,293,160,4,276.97,1107.88
660,294,48,2,219.11,438.22
661,294,85,4,449.51,1798.04
662,294,181,1,36.28,36.28
663,295,159,1,66.26,66.26
664,296,78,5,154.85,774.25
665,296,183,3,331.29,993.87
666,297,165,1,75.82,75.82
667,297,87,5,74.53,372.65
668,297,40,4,200.2,800.8
669,298,150,5,15.3,76.5
670,298,133,3,156.2,468.6
671,298,26,3,278.67,836.01
672,299,109,4,120.71,482.84
673,299,131,3,656.54,1969.62
674,300,114,3,105.79,317.37
675,300,184,1,6.6,6.6
676,300,132,2,628.31,1256.62
677,301,107,2,73.95,147.9
678,301,102,3,33.72,101.16
679,301,119,1,127.31,127.31
680,302,168,5,68.84,344.2
681,302,16,5,150.07,750.35
682,303,173,2,250.35,500.7
683,303,169,1,414.19,414.19
684,303,2,3,30.88,92.64
685,303,172,2,94.65,189.3
686,304,50,1,134.75,134.75
687,304,73,5,82.98,414.9
688,304,190,5,101.74,508.7
689,305,171,5,83.33,416.65
690,307,119,4,144.13,576.52
691,307,193,1,58.15,58.15
692,307,152,3,92.31,276.93
693,308,156,4,290.6,1162.4
694,308,75,5,160.89,804.45
695,309,24,1,85.32,85.32
696,309,82,1,1392.68,1392.68
697,310,14,1,162.51,162.51
698,310,11,5,299.66,1498.3
699,310,83,4,307.67,1230.68
700,310,77,4,500.58,2002.32
701,311,166,5,349.1,1745.5
702,311,127,1,80.46,80.46
703,311,106,2,195.41,390.82
704,313,20,4,519.6,2078.4
705,313,28,4,208.61,834.44
706,313,55,1,115.11,115.11
707,314,151,3,119.28,357.84
708,315,60,3,404.56,1213.68
709,315,44,3,948.15,2844.45
710,315,52,1,151.76,151.76
711,316,137,1,931.96,931.96
712,316,194,4,6.8,27.2
713,317,64,4,1196.49,4785.96
714,317,87,2,78.91,157.82
715,318,109,4,109.81,439.24
716,319,161,2,35.55,71.1
717,319,192,5,188.53,942.65
718,320,131,1,680.3,680.3
719,320,29,4,47.53,190.12
720,320,11,2,338.62,677.24
721,320,130,3,761.55,2284.65
722,321,149,4,904.25,3617.0
723,322,68,4,131.08,524.32
724,322,57,1,116.87,116.87
725,322,4,4,37.32,149.28
726,322,157,4,194.99,779.96
727,323,88,3,334.38,1003.14
728,323,76,2,16.9,33.8
730,323,30,1,56.12,56.12
731,325,28,3,216.29,648.87
732,325,9,5,1240.85,6204.25
733,325,127,5,77.13,385.65
734,325,92,1,169.88,169.88
735,328,60,3,372.19,1116.57
736,328,86,5,210.53,1052.65
737,329,165,2,67.13,134.26
738,329,21,5,65.88,329.4
739,329,183,2,328.54,657.08
740,329,93,3,151.03,453.09
741,330,46,1,65.61,65.61
742,331,41,1,278.54,278.54
743,331,152,5,89.28,446.4
744,331,117,3,174.35,523.05
745,332,101,4,127.71,510.84
746,332,48,3,220.01,660.03
747,333,37,2,123.29,246.58
748,333,92,4,184.13,736.52
749,333,19,1,270.01,270.01
750,333,160,4,296.33,1185.32
751,334,128,4,201.07,804.28
752,334,93,5,137.96,689.8
753,334,115,1,62.11,62.11
754,336,94,1,148.05,148.05
755,336,9,4,1189.08,4756.32
756,336,164,1,54.63,54.63
757,336,43,2,438.0,876.0
758,337,33,1,481.52,481.52
759,337,37,2,133.62,267.24
760,337,109,5,114.43,572.15
761,338,44,4,1073.97,4295.88
762,338,148,3,111.17,333.51
763,339,53,4,77.55,310.2
764,339,90,2,119.54,239.08
765,340,54,4,399.31,1597.24
766,341,30,5,55.0,275.0
767,341,198,2,55.65,111.3
769,343,100,2,138.6,277.2
770,344,66,5,93.61,468.05
771,344,73,4,83.28,333.12
772,345,90,5,111.5,557.5
773,345,70,5,158.75,793.75
774,346,71,1,546.9,546.9
775,347,96,5,63.93,319.65
776,347,196,1,78.85,78.85
777,348,39,2,19.94,39.88
778,348,147,4,913.04,3652.16
779,348,19,4,282.18,1128.72
780,348,188,5,252.52,1262.6
781,349,157,2,177.07,354.14
782,349,50,1,137.97,137.97
783,350,141,1,1031.86,1031.86
784,351,5,5,427.35,2136.75
785,351,32,1,952.19,952.19
786,352,164,3,49.89,149.67
787,352,119,4,132.1,528.4
789,353,67,1,28.4,28.4
790,353,15,2,383.1,766.2
791,354,52,4,168.02,672.08
792,354,127,1,82.3,82.3
793,354,96,2,69.07,138.14
794,354,87,4,69.79,279.16
795,355,136,4,237.89,951.56
796,355,146,1,18.25,18.25
797,355,83,2,323.32,646.64
798,356,155,5,126.82,634.1
799,356,35,2,326.88,653.76
801,358,5,1,445.28,445.28
802,359,162,3,158.75,476.25
803,359,121,1,62.91,62.91
804,360,74,1,56.13,56.13
805,360,105,4,141.81,567.24
806,360,196,4,87.04,348.16
807,361,5,3,450.49,1351.47
808,361,164,5,50.73,253.65
809,362,179,2,77.89,155.78
810,362,128,3,199.8,599.4
811,362,28,2,230.68,461.36
812,362,94,3,137.1,411.3
813,363,20,2,537.31,1074.62
814,363,15,5,383.24,1916.2
815,363,105,5,147.91,739.55
816,363,165,2,71.28,142.56
817,364,174,1,47.88,47.88
818,364,131,3,669.55,2008.65
819,364,149,4,820.68,3282.72
820,364,88,5,314.79,1573.95
821,365,54,4,449.82,1799.28
822,366,125,3,298.51,895.53
823,366,200,1,178.24,178.24
824,367,54,1,449.1,449.1
825,367,70,1,169.9,169.9
826,368,6,1,817.23,817.23
827,368,64,4,1119.09,4476.36
828,369,186,5,1220.25,6101.25
829,369,188,4,265.61,1062.44
830,369,122,3,197.32,591.96
831,370,195,1,395.89,395.89
832,370,172,4,87.25,349.0
833,370,171,1,84.66,84.66
834,371,43,4,426.04,1704.16
835,372,165,3,66.76,200.28
837,372,107,2,64.47,128.94
838,373,185,5,90.09,450.45
840,373,127,3,79.89,239.67
841,374,55,2,114.32,228.64
842,374,149,1,876.07,876.07
843,374,103,3,156.78,470.34
844,374,16,3,134.68,404.04
845,375,89,5,70.07,350.35
846,375,95,3,425.22,1275.66
847,375,150,2,17.13,34.26
848,375,83,4,331.93,1327.72
849,376,103,2,161.59,323.18
850,376,44,5,1060.83,5304.15
851,376,23,4,187.97,751.88
852,377,175,5,6.53,32.65
853,378,162,5,143.99,719.95
854,378,31,3,147.94,443.82
855,378,11,2,324.53,649.06
856,379,19,3,283.63,850.89
857,380,73,4,78.61,314.44
858,380,110,1,377.07,377.07
859,380,61,4,108.04,432.16
860,380,54,4,415.95,1663.8
861,381,193,3,60.94,182.82
862,381,147,3,947.35,2842.05
863,382,115,2,65.34,130.68
864,383,142,4,112.54,450.16
865,383,7,2,94.36,188.72
866,384,30,1,56.48,56.48
867,384,18,3,159.07,477.21
868,384,185,1,81.69,81.69
869,385,7,5,89.49,447.45
870,385,54,1,454.33,454.33
871,385,5,2,407.26,814.52
872,386,62,4,18.75,75.0
873,387,48,4,242.76,971.04
874,387,6,1,838.31,838.31
875,387,185,5,86.46,432.3
876,388,162,1,160.81,160.81
877,388,131,2,664.24,1328.48
878,388,25,1,29.33,29.33
879,388,158,5,1199.26,5996.3
880,389,77,3,525.7,1577.1
881,389,46,3,72.07,216.21
882,389,125,2,313.91,627.82
883,390,32,4,910.96,3643.84
884,391,54,2,446.96,893.92
885,391,124,4,96.93,387.72
886,391,175,1,7.04,7.04
887,391,65,3,15.92,47.76
888,392,190,3,108.76,326.28
889,392,130,2,695.33,1390.66
890,393,37,2,144.58,289.16
891,393,154,3,37.45,112.35
892,394,13,4,49.8,199.2
893,395,31,1,134.72,134.72
894,397,188,3,250.85,752.55
895,397,62,1,16.61,16.61
896,398,37,4,129.84,519.36
897,399,123,2,600.44,1200.88
898,400,48,2,239.8,479.6
899,400,53,3,73.32,219.96
901,401,143,4,228.22,912.88
902,401,107,1,72.82,72.82
903,401,22,3,18.17,54.51
904,403,2,2,29.01,58.02
905,403,65,5,15.08,75.4
906,404,162,1,153.76,153.76
907,404,43,2,450.65,901.3
908,404,4,2,34.25,68.5
909,405,115,5,59.93,299.65
910,406,147,1,811.59,811.59
911,406,10,5,96.0,480.0
912,407,162,2,168.88,337.76
913,407,99,1,259.56,259.56
914,407,158,4,1174.54,4698.16
915,408,122,2,190.64,381.28
916,408,24,2,94.93,189.86
917,409,7,1,98.56,98.56
918,410,67,3,28.84,86.52
919,410,167,4,1048.18,4192.72
920,410,155,1,118.92,118.92
921,411,105,3,138.79,416.37
922,411,47,1,16.55,16.55
923,412,150,2,16.96,33.92
